Gradient step: 0 	 Performance: 0.055 	 Training loss: 3.56
Gradient step: 24 	 Performance: 0.055 	 Training loss: 18.94
Gradient step: 49 	 Performance: 0.05 	 Training loss: 14.80
Gradient step: 74 	 Performance: 0.05 	 Training loss: 13.85
Gradient step: 99 	 Performance: 0.045 	 Training loss: 12.84
Gradient step: 124 	 Performance: 0.05 	 Training loss: 11.73
Gradient step: 149 	 Performance: 0.07 	 Training loss: 10.66
Gradient step: 174 	 Performance: 0.1 	 Training loss: 9.68
Gradient step: 199 	 Performance: 0.125 	 Training loss: 8.67
Gradient step: 224 	 Performance: 0.1 	 Training loss: 7.40
Gradient step: 249 	 Performance: 0.245 	 Training loss: 6.21
Gradient step: 274 	 Performance: 0.32 	 Training loss: 5.56
Gradient step: 299 	 Performance: 0.32 	 Training loss: 5.23
Gradient step: 324 	 Performance: 0.355 	 Training loss: 4.92
Gradient step: 349 	 Performance: 0.39 	 Training loss: 4.53
Gradient step: 374 	 Performance: 0.49 	 Training loss: 4.37
Gradient step: 399 	 Performance: 0.595 	 Training loss: 4.04
Gradient step: 424 	 Performance: 0.63 	 Training loss: 3.85
Gradient step: 449 	 Performance: 0.675 	 Training loss: 3.65
Gradient step: 474 	 Performance: 0.675 	 Training loss: 3.41
Gradient step: 499 	 Performance: 0.815 	 Training loss: 3.24
Gradient step: 524 	 Performance: 0.74 	 Training loss: 3.08
Gradient step: 549 	 Performance: 0.88 	 Training loss: 2.88
Gradient step: 574 	 Performance: 0.815 	 Training loss: 2.75
Gradient step: 599 	 Performance: 0.84 	 Training loss: 2.54
Gradient step: 624 	 Performance: 0.835 	 Training loss: 2.42
Gradient step: 649 	 Performance: 0.88 	 Training loss: 2.31
Gradient step: 674 	 Performance: 0.855 	 Training loss: 2.19
Gradient step: 699 	 Performance: 0.87 	 Training loss: 2.06
Gradient step: 724 	 Performance: 0.885 	 Training loss: 2.00
Gradient step: 749 	 Performance: 0.915 	 Training loss: 1.86
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm2intr/None' created successfully!
Gradient step: 0 	 Performance: 0.04 	 Training loss: 2.58
Gradient step: 24 	 Performance: 0.05 	 Training loss: 18.02
Gradient step: 49 	 Performance: 0.07 	 Training loss: 14.42
Gradient step: 74 	 Performance: 0.06 	 Training loss: 12.89
Gradient step: 99 	 Performance: 0.065 	 Training loss: 10.63
Gradient step: 124 	 Performance: 0.07 	 Training loss: 8.48
Gradient step: 149 	 Performance: 0.095 	 Training loss: 7.23
Gradient step: 174 	 Performance: 0.125 	 Training loss: 6.44
Gradient step: 199 	 Performance: 0.195 	 Training loss: 5.58
Gradient step: 224 	 Performance: 0.33 	 Training loss: 4.90
Gradient step: 249 	 Performance: 0.45 	 Training loss: 4.36
Gradient step: 274 	 Performance: 0.6 	 Training loss: 3.96
Gradient step: 299 	 Performance: 0.59 	 Training loss: 3.59
Gradient step: 324 	 Performance: 0.71 	 Training loss: 3.27
Gradient step: 349 	 Performance: 0.7 	 Training loss: 3.05
Gradient step: 374 	 Performance: 0.795 	 Training loss: 2.82
Gradient step: 399 	 Performance: 0.78 	 Training loss: 2.61
Gradient step: 424 	 Performance: 0.83 	 Training loss: 2.42
Gradient step: 449 	 Performance: 0.82 	 Training loss: 2.25
Gradient step: 474 	 Performance: 0.835 	 Training loss: 2.11
Gradient step: 499 	 Performance: 0.88 	 Training loss: 2.00
Gradient step: 524 	 Performance: 0.88 	 Training loss: 1.88
Gradient step: 549 	 Performance: 0.905 	 Training loss: 1.79
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/ctxdlydm2intr/conformal' created successfully!
