Gradient step: 0 	 Performance: 0.065 	 Training loss: 3.39
Gradient step: 24 	 Performance: 0.09 	 Training loss: 35.53
Gradient step: 49 	 Performance: 0.055 	 Training loss: 22.03
Gradient step: 74 	 Performance: 0.1 	 Training loss: 19.63
Gradient step: 99 	 Performance: 0.085 	 Training loss: 18.28
Gradient step: 124 	 Performance: 0.15 	 Training loss: 16.67
Gradient step: 149 	 Performance: 0.28 	 Training loss: 15.03
Gradient step: 174 	 Performance: 0.27 	 Training loss: 13.92
Gradient step: 199 	 Performance: 0.28 	 Training loss: 12.56
Gradient step: 224 	 Performance: 0.415 	 Training loss: 11.06
Gradient step: 249 	 Performance: 0.405 	 Training loss: 9.88
Gradient step: 274 	 Performance: 0.555 	 Training loss: 9.09
Gradient step: 299 	 Performance: 0.705 	 Training loss: 7.71
Gradient step: 324 	 Performance: 0.66 	 Training loss: 6.92
Gradient step: 349 	 Performance: 0.685 	 Training loss: 6.52
Gradient step: 374 	 Performance: 0.61 	 Training loss: 5.58
Gradient step: 399 	 Performance: 0.76 	 Training loss: 5.84
Gradient step: 424 	 Performance: 0.65 	 Training loss: 4.90
Gradient step: 449 	 Performance: 0.795 	 Training loss: 4.25
Gradient step: 474 	 Performance: 0.685 	 Training loss: 3.85
Gradient step: 499 	 Performance: 0.815 	 Training loss: 3.65
Gradient step: 524 	 Performance: 0.91 	 Training loss: 2.97
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm1seqr/None' already exists!
Gradient step: 0 	 Performance: 0.07 	 Training loss: 2.64
Gradient step: 24 	 Performance: 0.075 	 Training loss: 40.37
Gradient step: 49 	 Performance: 0.055 	 Training loss: 25.79
Gradient step: 74 	 Performance: 0.08 	 Training loss: 21.36
Gradient step: 99 	 Performance: 0.045 	 Training loss: 20.00
Gradient step: 124 	 Performance: 0.04 	 Training loss: 19.01
Gradient step: 149 	 Performance: 0.075 	 Training loss: 17.74
Gradient step: 174 	 Performance: 0.21 	 Training loss: 15.35
Gradient step: 199 	 Performance: 0.235 	 Training loss: 12.78
Gradient step: 224 	 Performance: 0.39 	 Training loss: 10.90
Gradient step: 249 	 Performance: 0.44 	 Training loss: 9.50
Gradient step: 274 	 Performance: 0.435 	 Training loss: 8.52
Gradient step: 299 	 Performance: 0.6 	 Training loss: 8.03
Gradient step: 324 	 Performance: 0.615 	 Training loss: 7.28
Gradient step: 349 	 Performance: 0.555 	 Training loss: 7.09
Gradient step: 374 	 Performance: 0.67 	 Training loss: 6.78
Gradient step: 399 	 Performance: 0.63 	 Training loss: 6.65
Gradient step: 424 	 Performance: 0.525 	 Training loss: 6.13
Gradient step: 449 	 Performance: 0.595 	 Training loss: 5.87
Gradient step: 474 	 Performance: 0.695 	 Training loss: 5.73
Gradient step: 499 	 Performance: 0.77 	 Training loss: 5.50
Gradient step: 524 	 Performance: 0.755 	 Training loss: 5.29
Gradient step: 549 	 Performance: 0.765 	 Training loss: 5.13
Gradient step: 574 	 Performance: 0.77 	 Training loss: 4.79
Gradient step: 599 	 Performance: 0.75 	 Training loss: 4.68
Gradient step: 624 	 Performance: 0.755 	 Training loss: 4.68
Gradient step: 649 	 Performance: 0.735 	 Training loss: 4.47
Gradient step: 674 	 Performance: 0.81 	 Training loss: 4.18
Gradient step: 699 	 Performance: 0.87 	 Training loss: 4.03
Gradient step: 724 	 Performance: 0.805 	 Training loss: 3.81
Gradient step: 749 	 Performance: 0.875 	 Training loss: 3.70
Gradient step: 774 	 Performance: 0.77 	 Training loss: 3.60
Gradient step: 799 	 Performance: 0.84 	 Training loss: 3.70
Gradient step: 824 	 Performance: 0.88 	 Training loss: 3.52
