Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.73
Gradient step: 24 	 Performance: 0.045 	 Training loss: 40.50
Gradient step: 49 	 Performance: 0.08 	 Training loss: 23.22
Gradient step: 74 	 Performance: 0.06 	 Training loss: 20.40
Gradient step: 99 	 Performance: 0.07 	 Training loss: 18.72
Gradient step: 124 	 Performance: 0.08 	 Training loss: 16.79
Gradient step: 149 	 Performance: 0.06 	 Training loss: 15.42
Gradient step: 174 	 Performance: 0.255 	 Training loss: 13.73
Gradient step: 199 	 Performance: 0.345 	 Training loss: 13.19
Gradient step: 224 	 Performance: 0.42 	 Training loss: 11.99
Gradient step: 249 	 Performance: 0.475 	 Training loss: 10.72
Gradient step: 274 	 Performance: 0.54 	 Training loss: 9.66
Gradient step: 299 	 Performance: 0.545 	 Training loss: 9.01
Gradient step: 324 	 Performance: 0.685 	 Training loss: 7.99
Gradient step: 349 	 Performance: 0.74 	 Training loss: 7.04
Gradient step: 374 	 Performance: 0.555 	 Training loss: 6.56
Gradient step: 399 	 Performance: 0.81 	 Training loss: 5.99
Gradient step: 424 	 Performance: 0.845 	 Training loss: 5.33
Gradient step: 449 	 Performance: 0.85 	 Training loss: 5.73
Gradient step: 474 	 Performance: 0.65 	 Training loss: 4.55
Gradient step: 499 	 Performance: 0.8 	 Training loss: 4.59
Gradient step: 524 	 Performance: 0.87 	 Training loss: 4.81
Gradient step: 549 	 Performance: 0.765 	 Training loss: 3.86
Gradient step: 574 	 Performance: 0.84 	 Training loss: 3.30
Gradient step: 599 	 Performance: 0.93 	 Training loss: 3.00
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm2seqr/None' already exists!
Gradient step: 0 	 Performance: 0.045 	 Training loss: 2.97
Gradient step: 24 	 Performance: 0.06 	 Training loss: 30.27
Gradient step: 49 	 Performance: 0.045 	 Training loss: 21.06
Gradient step: 74 	 Performance: 0.06 	 Training loss: 19.06
Gradient step: 99 	 Performance: 0.175 	 Training loss: 16.07
Gradient step: 124 	 Performance: 0.355 	 Training loss: 12.34
Gradient step: 149 	 Performance: 0.4 	 Training loss: 9.37
Gradient step: 174 	 Performance: 0.475 	 Training loss: 7.97
Gradient step: 199 	 Performance: 0.43 	 Training loss: 7.74
Gradient step: 224 	 Performance: 0.54 	 Training loss: 6.79
Gradient step: 249 	 Performance: 0.495 	 Training loss: 6.46
Gradient step: 274 	 Performance: 0.645 	 Training loss: 5.71
Gradient step: 299 	 Performance: 0.66 	 Training loss: 5.36
Gradient step: 324 	 Performance: 0.74 	 Training loss: 4.99
Gradient step: 349 	 Performance: 0.82 	 Training loss: 4.80
Gradient step: 374 	 Performance: 0.675 	 Training loss: 4.39
Gradient step: 399 	 Performance: 0.825 	 Training loss: 4.21
Gradient step: 424 	 Performance: 0.87 	 Training loss: 3.98
Gradient step: 449 	 Performance: 0.745 	 Training loss: 4.12
Gradient step: 474 	 Performance: 0.755 	 Training loss: 3.94
Gradient step: 499 	 Performance: 0.83 	 Training loss: 3.54
Gradient step: 524 	 Performance: 0.88 	 Training loss: 3.36
Gradient step: 549 	 Performance: 0.85 	 Training loss: 3.29
Gradient step: 574 	 Performance: 0.875 	 Training loss: 3.01
Gradient step: 599 	 Performance: 0.88 	 Training loss: 3.20
Gradient step: 624 	 Performance: 0.915 	 Training loss: 2.65
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/ctxdlydm2seqr/conformal' already exists!
Gradient step: 0 	 Performance: 0.06 	 Training loss: 3.75
Gradient step: 24 	 Performance: 0.03 	 Training loss: 39.26
Gradient step: 49 	 Performance: 0.055 	 Training loss: 22.68
Gradient step: 74 	 Performance: 0.045 	 Training loss: 20.26
Gradient step: 99 	 Performance: 0.06 	 Training loss: 18.70
Gradient step: 124 	 Performance: 0.095 	 Training loss: 17.07
Gradient step: 149 	 Performance: 0.155 	 Training loss: 15.56
Gradient step: 174 	 Performance: 0.335 	 Training loss: 14.23
Gradient step: 199 	 Performance: 0.295 	 Training loss: 12.63
Gradient step: 224 	 Performance: 0.34 	 Training loss: 11.36
Gradient step: 249 	 Performance: 0.5 	 Training loss: 10.43
