Gradient step: 0 	 Performance: 0.045 	 Training loss: 3.80
Gradient step: 24 	 Performance: 0.045 	 Training loss: 33.19
Gradient step: 49 	 Performance: 0.05 	 Training loss: 20.59
Gradient step: 74 	 Performance: 0.055 	 Training loss: 17.80
Gradient step: 99 	 Performance: 0.075 	 Training loss: 16.90
Gradient step: 124 	 Performance: 0.07 	 Training loss: 16.42
Gradient step: 149 	 Performance: 0.045 	 Training loss: 16.33
Gradient step: 174 	 Performance: 0.095 	 Training loss: 16.07
Gradient step: 199 	 Performance: 0.115 	 Training loss: 15.41
Gradient step: 224 	 Performance: 0.19 	 Training loss: 14.19
Gradient step: 249 	 Performance: 0.295 	 Training loss: 12.23
Gradient step: 274 	 Performance: 0.29 	 Training loss: 10.31
Gradient step: 299 	 Performance: 0.225 	 Training loss: 9.07
Gradient step: 324 	 Performance: 0.265 	 Training loss: 8.16
Gradient step: 349 	 Performance: 0.385 	 Training loss: 7.74
Gradient step: 374 	 Performance: 0.425 	 Training loss: 7.14
Gradient step: 399 	 Performance: 0.51 	 Training loss: 6.70
Gradient step: 424 	 Performance: 0.63 	 Training loss: 6.07
Gradient step: 449 	 Performance: 0.595 	 Training loss: 5.51
Gradient step: 474 	 Performance: 0.645 	 Training loss: 5.08
Gradient step: 499 	 Performance: 0.62 	 Training loss: 4.85
Gradient step: 524 	 Performance: 0.79 	 Training loss: 4.52
Gradient step: 549 	 Performance: 0.745 	 Training loss: 4.13
Gradient step: 574 	 Performance: 0.665 	 Training loss: 3.83
Gradient step: 599 	 Performance: 0.885 	 Training loss: 3.32
Gradient step: 624 	 Performance: 0.73 	 Training loss: 2.83
Gradient step: 649 	 Performance: 0.73 	 Training loss: 3.64
Gradient step: 674 	 Performance: 0.965 	 Training loss: 2.55
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dlygointr/None' already exists!
Gradient step: 0 	 Performance: 0.075 	 Training loss: 2.99
Gradient step: 24 	 Performance: 0.06 	 Training loss: 26.84
Gradient step: 49 	 Performance: 0.04 	 Training loss: 19.55
Gradient step: 74 	 Performance: 0.06 	 Training loss: 17.31
Gradient step: 99 	 Performance: 0.09 	 Training loss: 16.78
Gradient step: 124 	 Performance: 0.08 	 Training loss: 16.40
Gradient step: 149 	 Performance: 0.085 	 Training loss: 16.21
Gradient step: 174 	 Performance: 0.095 	 Training loss: 16.00
Gradient step: 199 	 Performance: 0.115 	 Training loss: 15.58
Gradient step: 224 	 Performance: 0.095 	 Training loss: 15.31
Gradient step: 249 	 Performance: 0.075 	 Training loss: 14.74
Gradient step: 274 	 Performance: 0.15 	 Training loss: 14.14
Gradient step: 299 	 Performance: 0.115 	 Training loss: 13.33
