Gradient step: 0 	 Performance: 0.53 	 Training loss: 2.99
Gradient step: 24 	 Performance: 0.52 	 Training loss: 68.53
Gradient step: 49 	 Performance: 0.465 	 Training loss: 18.36
Gradient step: 74 	 Performance: 0.51 	 Training loss: 16.80
Gradient step: 99 	 Performance: 0.56 	 Training loss: 15.56
Gradient step: 124 	 Performance: 0.56 	 Training loss: 13.43
Gradient step: 149 	 Performance: 0.585 	 Training loss: 11.43
Gradient step: 174 	 Performance: 0.535 	 Training loss: 9.64
Gradient step: 199 	 Performance: 0.57 	 Training loss: 8.48
Gradient step: 224 	 Performance: 0.54 	 Training loss: 7.60
Gradient step: 249 	 Performance: 0.605 	 Training loss: 6.58
Gradient step: 274 	 Performance: 0.625 	 Training loss: 5.68
Gradient step: 299 	 Performance: 0.815 	 Training loss: 5.01
Gradient step: 324 	 Performance: 0.895 	 Training loss: 4.40
Gradient step: 349 	 Performance: 0.805 	 Training loss: 3.77
Gradient step: 374 	 Performance: 0.92 	 Training loss: 3.16
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dmcseql/None' created successfully!
Gradient step: 0 	 Performance: 0.56 	 Training loss: 3.08
Gradient step: 24 	 Performance: 0.57 	 Training loss: 33.27
Gradient step: 49 	 Performance: 0.525 	 Training loss: 20.32
Gradient step: 74 	 Performance: 0.555 	 Training loss: 16.89
Gradient step: 99 	 Performance: 0.56 	 Training loss: 15.53
Gradient step: 124 	 Performance: 0.5 	 Training loss: 13.45
Gradient step: 149 	 Performance: 0.61 	 Training loss: 11.03
Gradient step: 174 	 Performance: 0.49 	 Training loss: 9.26
Gradient step: 199 	 Performance: 0.59 	 Training loss: 7.67
Gradient step: 224 	 Performance: 0.595 	 Training loss: 6.53
Gradient step: 249 	 Performance: 0.495 	 Training loss: 5.94
Gradient step: 274 	 Performance: 0.675 	 Training loss: 5.38
Gradient step: 299 	 Performance: 0.695 	 Training loss: 4.71
Gradient step: 324 	 Performance: 0.755 	 Training loss: 4.21
Gradient step: 349 	 Performance: 0.75 	 Training loss: 3.98
Gradient step: 374 	 Performance: 0.735 	 Training loss: 3.63
Gradient step: 399 	 Performance: 0.78 	 Training loss: 3.38
Gradient step: 424 	 Performance: 0.82 	 Training loss: 3.06
Gradient step: 449 	 Performance: 0.7 	 Training loss: 2.88
Gradient step: 474 	 Performance: 0.905 	 Training loss: 2.65
