Gradient step: 0 	 Performance: 0.06 	 Training loss: 3.97
Gradient step: 24 	 Performance: 0.09 	 Training loss: 19.73
Gradient step: 49 	 Performance: 0.045 	 Training loss: 14.90
Gradient step: 74 	 Performance: 0.05 	 Training loss: 14.08
Gradient step: 99 	 Performance: 0.06 	 Training loss: 13.30
Gradient step: 124 	 Performance: 0.09 	 Training loss: 12.26
Gradient step: 149 	 Performance: 0.08 	 Training loss: 11.14
Gradient step: 174 	 Performance: 0.06 	 Training loss: 9.78
Gradient step: 199 	 Performance: 0.06 	 Training loss: 7.93
Gradient step: 224 	 Performance: 0.12 	 Training loss: 6.66
Gradient step: 249 	 Performance: 0.18 	 Training loss: 6.12
Gradient step: 274 	 Performance: 0.26 	 Training loss: 5.78
Gradient step: 299 	 Performance: 0.39 	 Training loss: 5.35
Gradient step: 324 	 Performance: 0.35 	 Training loss: 5.12
Gradient step: 349 	 Performance: 0.46 	 Training loss: 4.81
Gradient step: 374 	 Performance: 0.435 	 Training loss: 4.62
Gradient step: 399 	 Performance: 0.47 	 Training loss: 4.34
Gradient step: 424 	 Performance: 0.62 	 Training loss: 4.13
Gradient step: 449 	 Performance: 0.65 	 Training loss: 3.92
Gradient step: 474 	 Performance: 0.655 	 Training loss: 3.76
Gradient step: 499 	 Performance: 0.715 	 Training loss: 3.69
Gradient step: 524 	 Performance: 0.685 	 Training loss: 3.46
Gradient step: 549 	 Performance: 0.845 	 Training loss: 3.24
Gradient step: 574 	 Performance: 0.8 	 Training loss: 3.10
Gradient step: 599 	 Performance: 0.78 	 Training loss: 2.94
Gradient step: 624 	 Performance: 0.81 	 Training loss: 2.80
Gradient step: 649 	 Performance: 0.745 	 Training loss: 2.77
Gradient step: 674 	 Performance: 0.86 	 Training loss: 2.57
Gradient step: 699 	 Performance: 0.88 	 Training loss: 2.43
Gradient step: 724 	 Performance: 0.86 	 Training loss: 2.43
Gradient step: 749 	 Performance: 0.89 	 Training loss: 2.21
Gradient step: 774 	 Performance: 0.905 	 Training loss: 2.09
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dlydm1intl/None' created successfully!
Gradient step: 0 	 Performance: 0.09 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.085 	 Training loss: 19.77
Gradient step: 49 	 Performance: 0.08 	 Training loss: 14.87
Gradient step: 74 	 Performance: 0.04 	 Training loss: 13.40
Gradient step: 99 	 Performance: 0.035 	 Training loss: 11.07
Gradient step: 124 	 Performance: 0.06 	 Training loss: 9.12
Gradient step: 149 	 Performance: 0.07 	 Training loss: 8.03
Gradient step: 174 	 Performance: 0.095 	 Training loss: 7.11
Gradient step: 199 	 Performance: 0.24 	 Training loss: 6.47
Gradient step: 224 	 Performance: 0.29 	 Training loss: 5.69
Gradient step: 249 	 Performance: 0.39 	 Training loss: 5.09
Gradient step: 274 	 Performance: 0.445 	 Training loss: 4.68
Gradient step: 299 	 Performance: 0.525 	 Training loss: 4.34
Gradient step: 324 	 Performance: 0.565 	 Training loss: 4.10
Gradient step: 349 	 Performance: 0.685 	 Training loss: 3.80
Gradient step: 374 	 Performance: 0.625 	 Training loss: 3.51
Gradient step: 399 	 Performance: 0.675 	 Training loss: 3.35
Gradient step: 424 	 Performance: 0.735 	 Training loss: 3.17
Gradient step: 449 	 Performance: 0.75 	 Training loss: 2.94
Gradient step: 474 	 Performance: 0.78 	 Training loss: 2.74
Gradient step: 499 	 Performance: 0.78 	 Training loss: 2.61
Gradient step: 524 	 Performance: 0.785 	 Training loss: 2.43
Gradient step: 549 	 Performance: 0.83 	 Training loss: 2.27
Gradient step: 574 	 Performance: 0.815 	 Training loss: 2.16
Gradient step: 599 	 Performance: 0.8 	 Training loss: 2.00
Gradient step: 624 	 Performance: 0.82 	 Training loss: 1.91
Gradient step: 649 	 Performance: 0.905 	 Training loss: 1.76
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dlydm1intl/conformal' created successfully!
Gradient step: 0 	 Performance: 0.055 	 Training loss: 3.95
