Gradient step: 0 	 Performance: 0.055 	 Training loss: 2.99
Gradient step: 24 	 Performance: 0.04 	 Training loss: 49.87
Gradient step: 49 	 Performance: 0.09 	 Training loss: 23.55
Gradient step: 74 	 Performance: 0.06 	 Training loss: 20.98
Gradient step: 99 	 Performance: 0.085 	 Training loss: 19.67
Gradient step: 124 	 Performance: 0.07 	 Training loss: 18.29
Gradient step: 149 	 Performance: 0.065 	 Training loss: 16.81
Gradient step: 174 	 Performance: 0.17 	 Training loss: 15.66
Gradient step: 199 	 Performance: 0.165 	 Training loss: 14.71
Gradient step: 224 	 Performance: 0.31 	 Training loss: 13.74
Gradient step: 249 	 Performance: 0.295 	 Training loss: 12.68
Gradient step: 274 	 Performance: 0.38 	 Training loss: 12.00
Gradient step: 299 	 Performance: 0.4 	 Training loss: 11.33
Gradient step: 324 	 Performance: 0.435 	 Training loss: 10.26
Gradient step: 349 	 Performance: 0.56 	 Training loss: 9.71
Gradient step: 374 	 Performance: 0.55 	 Training loss: 8.84
Gradient step: 399 	 Performance: 0.61 	 Training loss: 8.49
Gradient step: 424 	 Performance: 0.715 	 Training loss: 7.82
Gradient step: 449 	 Performance: 0.72 	 Training loss: 7.63
Gradient step: 474 	 Performance: 0.76 	 Training loss: 6.90
Gradient step: 499 	 Performance: 0.675 	 Training loss: 6.31
Gradient step: 524 	 Performance: 0.665 	 Training loss: 5.73
Gradient step: 549 	 Performance: 0.83 	 Training loss: 5.67
Gradient step: 574 	 Performance: 0.655 	 Training loss: 5.31
Gradient step: 599 	 Performance: 0.765 	 Training loss: 4.96
Gradient step: 624 	 Performance: 0.805 	 Training loss: 4.33
Gradient step: 649 	 Performance: 0.8 	 Training loss: 4.25
Gradient step: 674 	 Performance: 0.765 	 Training loss: 5.15
Gradient step: 699 	 Performance: 0.895 	 Training loss: 3.94
Gradient step: 724 	 Performance: 0.885 	 Training loss: 3.58
Gradient step: 749 	 Performance: 0.84 	 Training loss: 3.44
Gradient step: 774 	 Performance: 0.91 	 Training loss: 3.15
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm1seql/None' created successfully!
Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.06
Gradient step: 24 	 Performance: 0.095 	 Training loss: 33.15
Gradient step: 49 	 Performance: 0.07 	 Training loss: 22.17
