Gradient step: 0 	 Performance: 0.085 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.07 	 Training loss: 80.58
Gradient step: 49 	 Performance: 0.055 	 Training loss: 42.70
Gradient step: 74 	 Performance: 0.0 	 Training loss: 34.57
Gradient step: 99 	 Performance: 0.045 	 Training loss: 25.86
Gradient step: 124 	 Performance: 0.11 	 Training loss: 22.00
Gradient step: 149 	 Performance: 0.38 	 Training loss: 20.08
Gradient step: 174 	 Performance: 0.575 	 Training loss: 18.30
Gradient step: 199 	 Performance: 0.82 	 Training loss: 16.52
Gradient step: 224 	 Performance: 0.92 	 Training loss: 14.65
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/rtgoseqr/None' already exists!
Gradient step: 0 	 Performance: 0.115 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.045 	 Training loss: 45.52
Gradient step: 49 	 Performance: 0.0 	 Training loss: 27.49
Gradient step: 74 	 Performance: 0.0 	 Training loss: 21.90
Gradient step: 99 	 Performance: 0.6 	 Training loss: 18.86
Gradient step: 124 	 Performance: 0.73 	 Training loss: 15.48
Gradient step: 149 	 Performance: 0.76 	 Training loss: 13.23
Gradient step: 174 	 Performance: 0.77 	 Training loss: 11.16
Gradient step: 199 	 Performance: 0.84 	 Training loss: 9.91
Gradient step: 224 	 Performance: 0.815 	 Training loss: 9.06
Gradient step: 249 	 Performance: 0.73 	 Training loss: 7.66
Gradient step: 274 	 Performance: 0.86 	 Training loss: 7.10
Gradient step: 299 	 Performance: 0.775 	 Training loss: 5.42
Gradient step: 324 	 Performance: 0.58 	 Training loss: 7.02
Gradient step: 349 	 Performance: 1.0 	 Training loss: 9.87
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/rtgoseqr/conformal' already exists!
Gradient step: 0 	 Performance: 0.04 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.085 	 Training loss: 54.13
Gradient step: 49 	 Performance: 0.085 	 Training loss: 35.96
Gradient step: 74 	 Performance: 0.07 	 Training loss: 24.62
Gradient step: 99 	 Performance: 0.145 	 Training loss: 21.45
Gradient step: 124 	 Performance: 0.64 	 Training loss: 19.36
Gradient step: 149 	 Performance: 0.795 	 Training loss: 17.41
Gradient step: 174 	 Performance: 0.8 	 Training loss: 15.75
Gradient step: 199 	 Performance: 0.97 	 Training loss: 13.80
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/rtgoseqr/None' already exists!
Gradient step: 0 	 Performance: 0.065 	 Training loss: 3.01
Gradient step: 24 	 Performance: 0.1 	 Training loss: 44.09
Gradient step: 49 	 Performance: 0.0 	 Training loss: 27.44
Gradient step: 74 	 Performance: 0.095 	 Training loss: 22.21
Gradient step: 99 	 Performance: 0.765 	 Training loss: 19.36
Gradient step: 124 	 Performance: 0.795 	 Training loss: 16.37
Gradient step: 149 	 Performance: 0.825 	 Training loss: 14.31
Gradient step: 174 	 Performance: 0.88 	 Training loss: 11.90
Gradient step: 199 	 Performance: 0.985 	 Training loss: 10.27
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/rtgoseqr/conformal' created successfully!
Gradient step: 0 	 Performance: 0.08 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.05 	 Training loss: 53.59
Gradient step: 49 	 Performance: 0.055 	 Training loss: 34.71
Gradient step: 74 	 Performance: 0.04 	 Training loss: 24.08
Gradient step: 99 	 Performance: 0.15 	 Training loss: 21.17
Gradient step: 124 	 Performance: 0.505 	 Training loss: 19.15
Gradient step: 149 	 Performance: 0.865 	 Training loss: 17.12
Gradient step: 174 	 Performance: 0.935 	 Training loss: 14.97
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/rtgoseqr/None' created successfully!
