Gradient step: 0 	 Performance: 0.06 	 Training loss: 3.27
Gradient step: 24 	 Performance: 0.07 	 Training loss: 17.36
Gradient step: 49 	 Performance: 0.08 	 Training loss: 10.00
Gradient step: 74 	 Performance: 0.33 	 Training loss: 6.70
Gradient step: 99 	 Performance: 0.665 	 Training loss: 4.43
Gradient step: 124 	 Performance: 0.65 	 Training loss: 3.08
Gradient step: 149 	 Performance: 0.825 	 Training loss: 2.27
Gradient step: 174 	 Performance: 0.87 	 Training loss: 1.77
Gradient step: 199 	 Performance: 0.86 	 Training loss: 1.38
Gradient step: 224 	 Performance: 0.905 	 Training loss: 1.17
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm2intr/None' already exists!
Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.04
Gradient step: 24 	 Performance: 0.02 	 Training loss: 15.44
Gradient step: 49 	 Performance: 0.225 	 Training loss: 8.82
Gradient step: 74 	 Performance: 0.43 	 Training loss: 5.29
Gradient step: 99 	 Performance: 0.595 	 Training loss: 3.90
Gradient step: 124 	 Performance: 0.715 	 Training loss: 3.01
Gradient step: 149 	 Performance: 0.82 	 Training loss: 2.35
Gradient step: 174 	 Performance: 0.845 	 Training loss: 1.97
Gradient step: 199 	 Performance: 0.865 	 Training loss: 1.69
Gradient step: 224 	 Performance: 0.87 	 Training loss: 1.37
Gradient step: 249 	 Performance: 0.855 	 Training loss: 1.25
Gradient step: 274 	 Performance: 0.895 	 Training loss: 1.08
Gradient step: 299 	 Performance: 0.945 	 Training loss: 1.03
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/ctxdlydm2intr/conformal' already exists!
Gradient step: 0 	 Performance: 0.07 	 Training loss: 3.29
Gradient step: 24 	 Performance: 0.09 	 Training loss: 18.00
Gradient step: 49 	 Performance: 0.08 	 Training loss: 9.00
Gradient step: 74 	 Performance: 0.52 	 Training loss: 5.47
Gradient step: 99 	 Performance: 0.695 	 Training loss: 3.54
Gradient step: 124 	 Performance: 0.84 	 Training loss: 2.56
Gradient step: 149 	 Performance: 0.9 	 Training loss: 1.83
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/ctxdlydm2intr/None' already exists!
Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.05
Gradient step: 24 	 Performance: 0.04 	 Training loss: 15.72
Gradient step: 49 	 Performance: 0.105 	 Training loss: 9.32
Gradient step: 74 	 Performance: 0.355 	 Training loss: 6.29
Gradient step: 99 	 Performance: 0.7 	 Training loss: 4.36
Gradient step: 124 	 Performance: 0.75 	 Training loss: 3.38
Gradient step: 149 	 Performance: 0.8 	 Training loss: 2.58
Gradient step: 174 	 Performance: 0.835 	 Training loss: 2.15
Gradient step: 199 	 Performance: 0.88 	 Training loss: 1.79
Gradient step: 224 	 Performance: 0.9 	 Training loss: 1.57
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/ctxdlydm2intr/conformal' already exists!
Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.28
Gradient step: 24 	 Performance: 0.06 	 Training loss: 16.84
Gradient step: 49 	 Performance: 0.085 	 Training loss: 8.94
Gradient step: 74 	 Performance: 0.48 	 Training loss: 5.24
Gradient step: 99 	 Performance: 0.765 	 Training loss: 3.44
Gradient step: 124 	 Performance: 0.885 	 Training loss: 2.50
Gradient step: 149 	 Performance: 0.865 	 Training loss: 1.87
Gradient step: 174 	 Performance: 0.86 	 Training loss: 1.43
Gradient step: 199 	 Performance: 0.905 	 Training loss: 1.21
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/ctxdlydm2intr/None' already exists!
