Gradient step: 0 	 Performance: 0.055 	 Training loss: 3.73
Gradient step: 24 	 Performance: 0.075 	 Training loss: 37.44
Gradient step: 49 	 Performance: 0.065 	 Training loss: 32.38
Gradient step: 74 	 Performance: 0.075 	 Training loss: 26.77
Gradient step: 99 	 Performance: 0.075 	 Training loss: 22.28
Gradient step: 124 	 Performance: 0.045 	 Training loss: 21.27
Gradient step: 149 	 Performance: 0.025 	 Training loss: 20.73
Gradient step: 174 	 Performance: 0.06 	 Training loss: 20.29
Gradient step: 199 	 Performance: 0.035 	 Training loss: 19.86
Gradient step: 224 	 Performance: 0.08 	 Training loss: 19.39
Gradient step: 249 	 Performance: 0.05 	 Training loss: 18.87
Gradient step: 274 	 Performance: 0.065 	 Training loss: 18.23
Gradient step: 299 	 Performance: 0.115 	 Training loss: 17.58
Gradient step: 324 	 Performance: 0.11 	 Training loss: 16.99
Gradient step: 349 	 Performance: 0.085 	 Training loss: 16.22
Gradient step: 374 	 Performance: 0.185 	 Training loss: 15.64
Gradient step: 399 	 Performance: 0.16 	 Training loss: 15.15
Gradient step: 424 	 Performance: 0.2 	 Training loss: 14.70
Gradient step: 449 	 Performance: 0.205 	 Training loss: 14.18
Gradient step: 474 	 Performance: 0.185 	 Training loss: 13.98
Gradient step: 499 	 Performance: 0.185 	 Training loss: 13.68
Gradient step: 524 	 Performance: 0.225 	 Training loss: 13.42
Gradient step: 549 	 Performance: 0.27 	 Training loss: 13.08
Gradient step: 574 	 Performance: 0.26 	 Training loss: 12.89
Gradient step: 599 	 Performance: 0.25 	 Training loss: 12.69
Gradient step: 624 	 Performance: 0.295 	 Training loss: 12.47
Gradient step: 649 	 Performance: 0.245 	 Training loss: 12.13
Gradient step: 674 	 Performance: 0.315 	 Training loss: 12.04
Gradient step: 699 	 Performance: 0.335 	 Training loss: 11.96
Gradient step: 724 	 Performance: 0.345 	 Training loss: 11.73
Gradient step: 749 	 Performance: 0.365 	 Training loss: 11.58
Gradient step: 774 	 Performance: 0.25 	 Training loss: 11.26
Gradient step: 799 	 Performance: 0.29 	 Training loss: 11.37
Gradient step: 824 	 Performance: 0.375 	 Training loss: 11.40
Gradient step: 849 	 Performance: 0.44 	 Training loss: 11.10
Gradient step: 874 	 Performance: 0.41 	 Training loss: 10.73
Gradient step: 899 	 Performance: 0.355 	 Training loss: 10.66
Gradient step: 924 	 Performance: 0.4 	 Training loss: 10.51
Gradient step: 949 	 Performance: 0.43 	 Training loss: 10.32
Gradient step: 974 	 Performance: 0.395 	 Training loss: 10.17
Gradient step: 999 	 Performance: 0.415 	 Training loss: 10.13
Gradient step: 1024 	 Performance: 0.535 	 Training loss: 10.10
Gradient step: 1049 	 Performance: 0.42 	 Training loss: 9.98
Gradient step: 1074 	 Performance: 0.41 	 Training loss: 9.72
Gradient step: 1099 	 Performance: 0.35 	 Training loss: 9.68
Gradient step: 1124 	 Performance: 0.555 	 Training loss: 9.46
Gradient step: 1149 	 Performance: 0.47 	 Training loss: 9.31
Gradient step: 1174 	 Performance: 0.45 	 Training loss: 9.24
Gradient step: 1199 	 Performance: 0.505 	 Training loss: 9.03
Gradient step: 1224 	 Performance: 0.51 	 Training loss: 8.90
Gradient step: 1249 	 Performance: 0.485 	 Training loss: 9.04
Gradient step: 1274 	 Performance: 0.56 	 Training loss: 8.77
Gradient step: 1299 	 Performance: 0.605 	 Training loss: 8.58
Gradient step: 1324 	 Performance: 0.495 	 Training loss: 8.42
Gradient step: 1349 	 Performance: 0.565 	 Training loss: 8.35
Gradient step: 1374 	 Performance: 0.495 	 Training loss: 8.15
Gradient step: 1399 	 Performance: 0.605 	 Training loss: 8.04
Gradient step: 1424 	 Performance: 0.64 	 Training loss: 7.90
Gradient step: 1449 	 Performance: 0.665 	 Training loss: 7.86
Gradient step: 1474 	 Performance: 0.625 	 Training loss: 8.01
Gradient step: 1499 	 Performance: 0.67 	 Training loss: 7.84
Gradient step: 1524 	 Performance: 0.665 	 Training loss: 7.56
Gradient step: 1549 	 Performance: 0.59 	 Training loss: 7.52
Gradient step: 1574 	 Performance: 0.63 	 Training loss: 7.41
Gradient step: 1599 	 Performance: 0.71 	 Training loss: 7.23
Gradient step: 1624 	 Performance: 0.68 	 Training loss: 7.19
Gradient step: 1649 	 Performance: 0.62 	 Training loss: 7.10
Gradient step: 1674 	 Performance: 0.725 	 Training loss: 6.95
Gradient step: 1699 	 Performance: 0.735 	 Training loss: 6.92
Gradient step: 1724 	 Performance: 0.73 	 Training loss: 6.81
Gradient step: 1749 	 Performance: 0.705 	 Training loss: 6.63
Gradient step: 1774 	 Performance: 0.65 	 Training loss: 6.52
Gradient step: 1799 	 Performance: 0.72 	 Training loss: 6.47
Gradient step: 1824 	 Performance: 0.685 	 Training loss: 6.51
Gradient step: 1849 	 Performance: 0.74 	 Training loss: 6.37
Gradient step: 1874 	 Performance: 0.755 	 Training loss: 6.22
Gradient step: 1899 	 Performance: 0.795 	 Training loss: 6.13
Gradient step: 1924 	 Performance: 0.72 	 Training loss: 5.96
Gradient step: 1949 	 Performance: 0.75 	 Training loss: 5.99
Gradient step: 1974 	 Performance: 0.75 	 Training loss: 5.88
Gradient step: 1999 	 Performance: 0.78 	 Training loss: 5.88
Gradient step: 2024 	 Performance: 0.73 	 Training loss: 5.72
Gradient step: 2049 	 Performance: 0.79 	 Training loss: 5.67
Gradient step: 2074 	 Performance: 0.81 	 Training loss: 5.44
Gradient step: 2099 	 Performance: 0.815 	 Training loss: 5.38
Gradient step: 2124 	 Performance: 0.625 	 Training loss: 5.58
Gradient step: 2149 	 Performance: 0.81 	 Training loss: 5.41
Gradient step: 2174 	 Performance: 0.875 	 Training loss: 5.27
Gradient step: 2199 	 Performance: 0.79 	 Training loss: 5.16
Gradient step: 2224 	 Performance: 0.815 	 Training loss: 5.11
Gradient step: 2249 	 Performance: 0.76 	 Training loss: 4.92
Gradient step: 2274 	 Performance: 0.84 	 Training loss: 4.87
Gradient step: 2299 	 Performance: 0.885 	 Training loss: 5.13
Gradient step: 2324 	 Performance: 0.755 	 Training loss: 4.74
Gradient step: 2349 	 Performance: 0.865 	 Training loss: 4.72
Gradient step: 2374 	 Performance: 0.845 	 Training loss: 4.76
Gradient step: 2399 	 Performance: 0.9 	 Training loss: 4.52
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm2seqr/None' created successfully!
Gradient step: 0 	 Performance: 0.09 	 Training loss: 2.97
Gradient step: 24 	 Performance: 0.07 	 Training loss: 36.55
Gradient step: 49 	 Performance: 0.07 	 Training loss: 27.63
Gradient step: 74 	 Performance: 0.045 	 Training loss: 23.16
Gradient step: 99 	 Performance: 0.025 	 Training loss: 21.94
Gradient step: 124 	 Performance: 0.06 	 Training loss: 21.30
Gradient step: 149 	 Performance: 0.075 	 Training loss: 20.77
Gradient step: 174 	 Performance: 0.08 	 Training loss: 20.24
Gradient step: 199 	 Performance: 0.045 	 Training loss: 19.62
Gradient step: 224 	 Performance: 0.095 	 Training loss: 18.73
Gradient step: 249 	 Performance: 0.105 	 Training loss: 17.43
