Gradient step: 0 	 Performance: 0.035 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.05 	 Training loss: 57.17
Gradient step: 49 	 Performance: 0.04 	 Training loss: 36.32
Gradient step: 74 	 Performance: 0.135 	 Training loss: 30.23
Gradient step: 99 	 Performance: 0.195 	 Training loss: 25.32
Gradient step: 124 	 Performance: 0.36 	 Training loss: 22.36
Gradient step: 149 	 Performance: 0.345 	 Training loss: 20.53
Gradient step: 174 	 Performance: 0.475 	 Training loss: 19.45
Gradient step: 199 	 Performance: 0.495 	 Training loss: 18.57
Gradient step: 224 	 Performance: 0.525 	 Training loss: 17.43
Gradient step: 249 	 Performance: 0.465 	 Training loss: 17.02
Gradient step: 274 	 Performance: 0.455 	 Training loss: 16.07
Gradient step: 299 	 Performance: 0.6 	 Training loss: 15.62
Gradient step: 324 	 Performance: 0.63 	 Training loss: 14.45
Gradient step: 349 	 Performance: 0.57 	 Training loss: 14.07
Gradient step: 374 	 Performance: 0.595 	 Training loss: 13.15
Gradient step: 399 	 Performance: 0.685 	 Training loss: 13.05
Gradient step: 424 	 Performance: 0.65 	 Training loss: 12.49
Gradient step: 449 	 Performance: 0.625 	 Training loss: 11.75
Gradient step: 474 	 Performance: 0.635 	 Training loss: 11.50
Gradient step: 499 	 Performance: 0.635 	 Training loss: 11.13
Gradient step: 524 	 Performance: 0.68 	 Training loss: 10.92
Gradient step: 549 	 Performance: 0.7 	 Training loss: 10.49
Gradient step: 574 	 Performance: 0.725 	 Training loss: 10.63
Gradient step: 599 	 Performance: 0.645 	 Training loss: 9.95
Gradient step: 624 	 Performance: 0.75 	 Training loss: 10.11
Gradient step: 649 	 Performance: 0.785 	 Training loss: 9.24
Gradient step: 674 	 Performance: 0.775 	 Training loss: 9.02
Gradient step: 699 	 Performance: 0.82 	 Training loss: 8.80
Gradient step: 724 	 Performance: 0.73 	 Training loss: 8.64
Gradient step: 749 	 Performance: 0.755 	 Training loss: 8.43
Gradient step: 774 	 Performance: 0.815 	 Training loss: 8.29
Gradient step: 799 	 Performance: 0.79 	 Training loss: 8.04
Gradient step: 824 	 Performance: 0.795 	 Training loss: 8.31
Gradient step: 849 	 Performance: 0.8 	 Training loss: 7.61
Gradient step: 874 	 Performance: 0.8 	 Training loss: 7.60
Gradient step: 899 	 Performance: 0.825 	 Training loss: 7.69
Gradient step: 924 	 Performance: 0.805 	 Training loss: 7.80
Gradient step: 949 	 Performance: 0.795 	 Training loss: 7.37
Gradient step: 974 	 Performance: 0.85 	 Training loss: 6.97
Gradient step: 999 	 Performance: 0.79 	 Training loss: 7.07
Gradient step: 1024 	 Performance: 0.91 	 Training loss: 7.07
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdm1seqr/None' already exists!
Gradient step: 0 	 Performance: 0.095 	 Training loss: 3.01
Gradient step: 24 	 Performance: 0.06 	 Training loss: 42.91
Gradient step: 49 	 Performance: 0.245 	 Training loss: 30.38
Gradient step: 74 	 Performance: 0.315 	 Training loss: 21.27
Gradient step: 99 	 Performance: 0.345 	 Training loss: 16.88
Gradient step: 124 	 Performance: 0.52 	 Training loss: 14.78
Gradient step: 149 	 Performance: 0.595 	 Training loss: 13.84
Gradient step: 174 	 Performance: 0.6 	 Training loss: 12.90
Gradient step: 199 	 Performance: 0.6 	 Training loss: 12.76
Gradient step: 224 	 Performance: 0.65 	 Training loss: 12.43
Gradient step: 249 	 Performance: 0.59 	 Training loss: 11.65
Gradient step: 274 	 Performance: 0.65 	 Training loss: 10.76
Gradient step: 299 	 Performance: 0.645 	 Training loss: 10.62
Gradient step: 324 	 Performance: 0.715 	 Training loss: 10.57
Gradient step: 349 	 Performance: 0.72 	 Training loss: 10.25
Gradient step: 374 	 Performance: 0.67 	 Training loss: 9.78
Gradient step: 399 	 Performance: 0.615 	 Training loss: 9.85
Gradient step: 424 	 Performance: 0.725 	 Training loss: 9.55
Gradient step: 449 	 Performance: 0.705 	 Training loss: 9.62
Gradient step: 474 	 Performance: 0.76 	 Training loss: 9.23
Gradient step: 499 	 Performance: 0.71 	 Training loss: 9.09
Gradient step: 524 	 Performance: 0.74 	 Training loss: 8.84
Gradient step: 549 	 Performance: 0.665 	 Training loss: 8.94
Gradient step: 574 	 Performance: 0.745 	 Training loss: 8.86
Gradient step: 599 	 Performance: 0.71 	 Training loss: 8.86
Gradient step: 624 	 Performance: 0.745 	 Training loss: 8.73
Gradient step: 649 	 Performance: 0.795 	 Training loss: 8.61
Gradient step: 674 	 Performance: 0.68 	 Training loss: 8.20
Gradient step: 699 	 Performance: 0.825 	 Training loss: 7.92
Gradient step: 724 	 Performance: 0.8 	 Training loss: 8.08
Gradient step: 749 	 Performance: 0.805 	 Training loss: 8.10
Gradient step: 774 	 Performance: 0.73 	 Training loss: 8.33
Gradient step: 799 	 Performance: 0.775 	 Training loss: 8.27
Gradient step: 824 	 Performance: 0.78 	 Training loss: 7.61
Gradient step: 849 	 Performance: 0.82 	 Training loss: 7.45
Gradient step: 874 	 Performance: 0.83 	 Training loss: 7.61
Gradient step: 899 	 Performance: 0.82 	 Training loss: 7.38
Gradient step: 924 	 Performance: 0.8 	 Training loss: 7.46
Gradient step: 949 	 Performance: 0.775 	 Training loss: 8.03
Gradient step: 974 	 Performance: 0.875 	 Training loss: 7.42
Gradient step: 999 	 Performance: 0.77 	 Training loss: 7.47
Gradient step: 1024 	 Performance: 0.815 	 Training loss: 7.63
Gradient step: 1049 	 Performance: 0.835 	 Training loss: 6.90
Gradient step: 1074 	 Performance: 0.755 	 Training loss: 7.41
Gradient step: 1099 	 Performance: 0.775 	 Training loss: 7.14
Gradient step: 1124 	 Performance: 0.775 	 Training loss: 7.42
Gradient step: 1149 	 Performance: 0.8 	 Training loss: 7.37
Gradient step: 1174 	 Performance: 0.87 	 Training loss: 7.08
Gradient step: 1199 	 Performance: 0.83 	 Training loss: 7.21
Gradient step: 1224 	 Performance: 0.85 	 Training loss: 6.90
Gradient step: 1249 	 Performance: 0.79 	 Training loss: 7.13
Gradient step: 1274 	 Performance: 0.81 	 Training loss: 6.43
Gradient step: 1299 	 Performance: 0.87 	 Training loss: 5.89
Gradient step: 1324 	 Performance: 0.825 	 Training loss: 6.04
Gradient step: 1349 	 Performance: 0.88 	 Training loss: 5.86
Gradient step: 1374 	 Performance: 0.845 	 Training loss: 5.69
Gradient step: 1399 	 Performance: 0.87 	 Training loss: 5.68
Gradient step: 1424 	 Performance: 0.835 	 Training loss: 5.73
Gradient step: 1449 	 Performance: 0.845 	 Training loss: 5.70
Gradient step: 1474 	 Performance: 0.8 	 Training loss: 5.76
Gradient step: 1499 	 Performance: 0.885 	 Training loss: 5.84
Gradient step: 1524 	 Performance: 0.865 	 Training loss: 5.69
Gradient step: 1549 	 Performance: 0.89 	 Training loss: 5.66
Gradient step: 1574 	 Performance: 0.86 	 Training loss: 5.80
Gradient step: 1599 	 Performance: 0.85 	 Training loss: 5.70
Gradient step: 1624 	 Performance: 0.885 	 Training loss: 5.65
Gradient step: 1649 	 Performance: 0.845 	 Training loss: 5.66
Gradient step: 1674 	 Performance: 0.88 	 Training loss: 5.75
Gradient step: 1699 	 Performance: 0.83 	 Training loss: 5.78
Gradient step: 1724 	 Performance: 0.82 	 Training loss: 5.77
Gradient step: 1749 	 Performance: 0.845 	 Training loss: 5.63
Gradient step: 1774 	 Performance: 0.855 	 Training loss: 5.63
Gradient step: 1799 	 Performance: 0.84 	 Training loss: 5.50
Gradient step: 1824 	 Performance: 0.85 	 Training loss: 5.54
Gradient step: 1849 	 Performance: 0.89 	 Training loss: 5.57
Gradient step: 1874 	 Performance: 0.86 	 Training loss: 5.40
Gradient step: 1899 	 Performance: 0.875 	 Training loss: 5.61
Gradient step: 1924 	 Performance: 0.89 	 Training loss: 5.51
Gradient step: 1949 	 Performance: 0.87 	 Training loss: 5.53
Gradient step: 1974 	 Performance: 0.855 	 Training loss: 5.64
Gradient step: 1999 	 Performance: 0.88 	 Training loss: 5.36
Gradient step: 2024 	 Performance: 0.85 	 Training loss: 5.16
Gradient step: 2049 	 Performance: 0.885 	 Training loss: 5.54
Gradient step: 2074 	 Performance: 0.845 	 Training loss: 5.55
Gradient step: 2099 	 Performance: 0.88 	 Training loss: 5.62
Gradient step: 2124 	 Performance: 0.845 	 Training loss: 5.53
Gradient step: 2149 	 Performance: 0.86 	 Training loss: 5.34
Gradient step: 2174 	 Performance: 0.83 	 Training loss: 5.37
Gradient step: 2199 	 Performance: 0.86 	 Training loss: 5.48
Gradient step: 2224 	 Performance: 0.88 	 Training loss: 5.47
Gradient step: 2249 	 Performance: 0.85 	 Training loss: 5.53
Gradient step: 2274 	 Performance: 0.865 	 Training loss: 5.42
Gradient step: 2299 	 Performance: 0.915 	 Training loss: 5.38
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/ctxdm1seqr/conformal' created successfully!
Gradient step: 0 	 Performance: 0.09 	 Training loss: 3.01
Gradient step: 24 	 Performance: 0.055 	 Training loss: 56.89
Gradient step: 49 	 Performance: 0.08 	 Training loss: 36.51
Gradient step: 74 	 Performance: 0.14 	 Training loss: 30.29
Gradient step: 99 	 Performance: 0.145 	 Training loss: 25.43
Gradient step: 124 	 Performance: 0.295 	 Training loss: 22.40
Gradient step: 149 	 Performance: 0.4 	 Training loss: 20.29
Gradient step: 174 	 Performance: 0.42 	 Training loss: 19.33
Gradient step: 199 	 Performance: 0.42 	 Training loss: 18.32
Gradient step: 224 	 Performance: 0.35 	 Training loss: 17.28
Gradient step: 249 	 Performance: 0.4 	 Training loss: 16.50
Gradient step: 274 	 Performance: 0.555 	 Training loss: 15.85
Gradient step: 299 	 Performance: 0.435 	 Training loss: 15.08
Gradient step: 324 	 Performance: 0.485 	 Training loss: 14.46
Gradient step: 349 	 Performance: 0.52 	 Training loss: 13.92
Gradient step: 374 	 Performance: 0.59 	 Training loss: 13.14
Gradient step: 399 	 Performance: 0.63 	 Training loss: 12.45
Gradient step: 424 	 Performance: 0.7 	 Training loss: 12.15
Gradient step: 449 	 Performance: 0.65 	 Training loss: 11.54
Gradient step: 474 	 Performance: 0.62 	 Training loss: 10.97
Gradient step: 499 	 Performance: 0.685 	 Training loss: 10.70
Gradient step: 524 	 Performance: 0.725 	 Training loss: 10.34
Gradient step: 549 	 Performance: 0.76 	 Training loss: 9.90
Gradient step: 574 	 Performance: 0.565 	 Training loss: 10.25
Gradient step: 599 	 Performance: 0.69 	 Training loss: 9.85
Gradient step: 624 	 Performance: 0.785 	 Training loss: 9.68
Gradient step: 649 	 Performance: 0.71 	 Training loss: 9.48
Gradient step: 674 	 Performance: 0.775 	 Training loss: 8.38
Gradient step: 699 	 Performance: 0.775 	 Training loss: 8.41
Gradient step: 724 	 Performance: 0.865 	 Training loss: 8.25
Gradient step: 749 	 Performance: 0.81 	 Training loss: 8.26
Gradient step: 774 	 Performance: 0.73 	 Training loss: 8.26
Gradient step: 799 	 Performance: 0.79 	 Training loss: 7.76
Gradient step: 824 	 Performance: 0.815 	 Training loss: 7.66
Gradient step: 849 	 Performance: 0.73 	 Training loss: 7.65
Gradient step: 874 	 Performance: 0.835 	 Training loss: 7.58
Gradient step: 899 	 Performance: 0.855 	 Training loss: 7.30
Gradient step: 924 	 Performance: 0.775 	 Training loss: 7.54
Gradient step: 949 	 Performance: 0.865 	 Training loss: 7.17
Gradient step: 974 	 Performance: 0.835 	 Training loss: 7.29
Gradient step: 999 	 Performance: 0.785 	 Training loss: 7.03
Gradient step: 1024 	 Performance: 0.895 	 Training loss: 6.31
Gradient step: 1049 	 Performance: 0.835 	 Training loss: 6.19
Gradient step: 1074 	 Performance: 0.87 	 Training loss: 5.86
Gradient step: 1099 	 Performance: 0.79 	 Training loss: 5.85
Gradient step: 1124 	 Performance: 0.88 	 Training loss: 5.87
Gradient step: 1149 	 Performance: 0.885 	 Training loss: 5.86
