Gradient step: 0 	 Performance: 0.035 	 Training loss: 3.54
Gradient step: 24 	 Performance: 0.065 	 Training loss: 55.40
Gradient step: 49 	 Performance: 0.08 	 Training loss: 37.49
Gradient step: 74 	 Performance: 0.1 	 Training loss: 32.39
Gradient step: 99 	 Performance: 0.225 	 Training loss: 26.33
Gradient step: 124 	 Performance: 0.25 	 Training loss: 23.10
Gradient step: 149 	 Performance: 0.355 	 Training loss: 21.76
Gradient step: 174 	 Performance: 0.33 	 Training loss: 20.60
Gradient step: 199 	 Performance: 0.37 	 Training loss: 19.16
Gradient step: 224 	 Performance: 0.47 	 Training loss: 17.75
Gradient step: 249 	 Performance: 0.45 	 Training loss: 16.79
Gradient step: 274 	 Performance: 0.405 	 Training loss: 15.69
Gradient step: 299 	 Performance: 0.51 	 Training loss: 14.74
Gradient step: 324 	 Performance: 0.495 	 Training loss: 14.12
Gradient step: 349 	 Performance: 0.545 	 Training loss: 13.33
Gradient step: 374 	 Performance: 0.63 	 Training loss: 12.66
Gradient step: 399 	 Performance: 0.665 	 Training loss: 12.42
Gradient step: 424 	 Performance: 0.66 	 Training loss: 11.92
Gradient step: 449 	 Performance: 0.645 	 Training loss: 11.33
Gradient step: 474 	 Performance: 0.68 	 Training loss: 11.12
Gradient step: 499 	 Performance: 0.665 	 Training loss: 10.95
Gradient step: 524 	 Performance: 0.76 	 Training loss: 10.25
Gradient step: 549 	 Performance: 0.72 	 Training loss: 9.91
Gradient step: 574 	 Performance: 0.715 	 Training loss: 9.73
Gradient step: 599 	 Performance: 0.735 	 Training loss: 9.33
Gradient step: 624 	 Performance: 0.79 	 Training loss: 9.09
Gradient step: 649 	 Performance: 0.725 	 Training loss: 8.88
Gradient step: 674 	 Performance: 0.77 	 Training loss: 8.82
Gradient step: 699 	 Performance: 0.69 	 Training loss: 8.89
Gradient step: 724 	 Performance: 0.78 	 Training loss: 8.53
Gradient step: 749 	 Performance: 0.815 	 Training loss: 8.26
Gradient step: 774 	 Performance: 0.795 	 Training loss: 8.19
Gradient step: 799 	 Performance: 0.765 	 Training loss: 7.97
Gradient step: 824 	 Performance: 0.83 	 Training loss: 7.94
Gradient step: 849 	 Performance: 0.74 	 Training loss: 7.71
Gradient step: 874 	 Performance: 0.755 	 Training loss: 7.90
Gradient step: 899 	 Performance: 0.735 	 Training loss: 7.60
Gradient step: 924 	 Performance: 0.8 	 Training loss: 7.22
Gradient step: 949 	 Performance: 0.72 	 Training loss: 7.25
Gradient step: 974 	 Performance: 0.765 	 Training loss: 7.41
Gradient step: 999 	 Performance: 0.735 	 Training loss: 7.06
Gradient step: 1024 	 Performance: 0.76 	 Training loss: 7.03
Gradient step: 1049 	 Performance: 0.785 	 Training loss: 7.05
Gradient step: 1074 	 Performance: 0.8 	 Training loss: 7.07
Gradient step: 1099 	 Performance: 0.77 	 Training loss: 7.23
Gradient step: 1124 	 Performance: 0.78 	 Training loss: 6.45
Gradient step: 1149 	 Performance: 0.85 	 Training loss: 5.98
Gradient step: 1174 	 Performance: 0.865 	 Training loss: 5.95
Gradient step: 1199 	 Performance: 0.885 	 Training loss: 5.99
Gradient step: 1224 	 Performance: 0.875 	 Training loss: 5.87
Gradient step: 1249 	 Performance: 0.895 	 Training loss: 5.95
Gradient step: 1274 	 Performance: 0.92 	 Training loss: 5.81
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dm1seql/None' created successfully!
Gradient step: 0 	 Performance: 0.065 	 Training loss: 2.95
Gradient step: 24 	 Performance: 0.06 	 Training loss: 44.31
Gradient step: 49 	 Performance: 0.115 	 Training loss: 33.06
Gradient step: 74 	 Performance: 0.3 	 Training loss: 24.51
Gradient step: 99 	 Performance: 0.33 	 Training loss: 20.59
Gradient step: 124 	 Performance: 0.395 	 Training loss: 17.07
Gradient step: 149 	 Performance: 0.445 	 Training loss: 15.07
Gradient step: 174 	 Performance: 0.485 	 Training loss: 14.09
Gradient step: 199 	 Performance: 0.54 	 Training loss: 13.59
Gradient step: 224 	 Performance: 0.56 	 Training loss: 12.82
Gradient step: 249 	 Performance: 0.535 	 Training loss: 12.22
Gradient step: 274 	 Performance: 0.66 	 Training loss: 11.65
Gradient step: 299 	 Performance: 0.61 	 Training loss: 11.47
Gradient step: 324 	 Performance: 0.67 	 Training loss: 11.37
Gradient step: 349 	 Performance: 0.6 	 Training loss: 10.51
Gradient step: 374 	 Performance: 0.7 	 Training loss: 10.51
Gradient step: 399 	 Performance: 0.665 	 Training loss: 10.13
Gradient step: 424 	 Performance: 0.69 	 Training loss: 10.48
Gradient step: 449 	 Performance: 0.67 	 Training loss: 9.64
Gradient step: 474 	 Performance: 0.73 	 Training loss: 9.48
Gradient step: 499 	 Performance: 0.73 	 Training loss: 9.15
Gradient step: 524 	 Performance: 0.715 	 Training loss: 9.30
Gradient step: 549 	 Performance: 0.675 	 Training loss: 9.12
Gradient step: 574 	 Performance: 0.735 	 Training loss: 9.06
Gradient step: 599 	 Performance: 0.785 	 Training loss: 8.86
Gradient step: 624 	 Performance: 0.675 	 Training loss: 8.84
Gradient step: 649 	 Performance: 0.775 	 Training loss: 8.60
Gradient step: 674 	 Performance: 0.805 	 Training loss: 8.46
Gradient step: 699 	 Performance: 0.775 	 Training loss: 8.10
