Gradient step: 0 	 Performance: 0.5 	 Training loss: 2.98
Gradient step: 24 	 Performance: 0.525 	 Training loss: 30.27
Gradient step: 49 	 Performance: 0.535 	 Training loss: 16.22
Gradient step: 74 	 Performance: 0.515 	 Training loss: 14.92
Gradient step: 99 	 Performance: 0.615 	 Training loss: 12.54
Gradient step: 124 	 Performance: 0.505 	 Training loss: 10.90
Gradient step: 149 	 Performance: 0.57 	 Training loss: 10.03
Gradient step: 174 	 Performance: 0.525 	 Training loss: 9.96
Gradient step: 199 	 Performance: 0.57 	 Training loss: 9.43
Gradient step: 224 	 Performance: 0.545 	 Training loss: 9.23
Gradient step: 249 	 Performance: 0.59 	 Training loss: 8.85
Gradient step: 274 	 Performance: 0.54 	 Training loss: 8.23
Gradient step: 299 	 Performance: 0.585 	 Training loss: 7.94
Gradient step: 324 	 Performance: 0.53 	 Training loss: 6.99
Gradient step: 349 	 Performance: 0.6 	 Training loss: 6.53
Gradient step: 374 	 Performance: 0.61 	 Training loss: 5.92
Gradient step: 399 	 Performance: 0.705 	 Training loss: 5.17
Gradient step: 424 	 Performance: 0.705 	 Training loss: 4.97
Gradient step: 449 	 Performance: 0.735 	 Training loss: 4.83
Gradient step: 474 	 Performance: 0.73 	 Training loss: 4.65
Gradient step: 499 	 Performance: 0.795 	 Training loss: 4.58
Gradient step: 524 	 Performance: 0.705 	 Training loss: 4.52
Gradient step: 549 	 Performance: 0.76 	 Training loss: 4.32
Gradient step: 574 	 Performance: 0.75 	 Training loss: 4.19
Gradient step: 599 	 Performance: 0.79 	 Training loss: 4.19
Gradient step: 624 	 Performance: 0.73 	 Training loss: 4.11
Gradient step: 649 	 Performance: 0.755 	 Training loss: 4.05
Gradient step: 674 	 Performance: 0.815 	 Training loss: 3.96
Gradient step: 699 	 Performance: 0.805 	 Training loss: 3.87
Gradient step: 724 	 Performance: 0.81 	 Training loss: 3.85
Gradient step: 749 	 Performance: 0.785 	 Training loss: 3.70
Gradient step: 774 	 Performance: 0.81 	 Training loss: 3.69
Gradient step: 799 	 Performance: 0.82 	 Training loss: 3.54
Gradient step: 824 	 Performance: 0.82 	 Training loss: 3.57
Gradient step: 849 	 Performance: 0.835 	 Training loss: 3.45
Gradient step: 874 	 Performance: 0.91 	 Training loss: 3.32
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dnmsintl/None' already exists!
Gradient step: 0 	 Performance: 0.5 	 Training loss: 3.09
Gradient step: 24 	 Performance: 0.545 	 Training loss: 19.85
Gradient step: 49 	 Performance: 0.52 	 Training loss: 15.21
Gradient step: 74 	 Performance: 0.565 	 Training loss: 13.42
Gradient step: 99 	 Performance: 0.515 	 Training loss: 11.92
Gradient step: 124 	 Performance: 0.5 	 Training loss: 10.54
Gradient step: 149 	 Performance: 0.475 	 Training loss: 9.81
Gradient step: 174 	 Performance: 0.58 	 Training loss: 9.21
Gradient step: 199 	 Performance: 0.65 	 Training loss: 8.82
Gradient step: 224 	 Performance: 0.45 	 Training loss: 8.78
Gradient step: 249 	 Performance: 0.605 	 Training loss: 8.18
Gradient step: 274 	 Performance: 0.545 	 Training loss: 7.33
Gradient step: 299 	 Performance: 0.56 	 Training loss: 7.11
Gradient step: 324 	 Performance: 0.645 	 Training loss: 6.38
Gradient step: 349 	 Performance: 0.69 	 Training loss: 5.91
Gradient step: 374 	 Performance: 0.655 	 Training loss: 5.47
Gradient step: 399 	 Performance: 0.76 	 Training loss: 5.01
Gradient step: 424 	 Performance: 0.69 	 Training loss: 4.93
Gradient step: 449 	 Performance: 0.83 	 Training loss: 4.69
Gradient step: 474 	 Performance: 0.77 	 Training loss: 4.39
Gradient step: 499 	 Performance: 0.76 	 Training loss: 4.20
Gradient step: 524 	 Performance: 0.85 	 Training loss: 3.95
Gradient step: 549 	 Performance: 0.845 	 Training loss: 3.77
Gradient step: 574 	 Performance: 0.915 	 Training loss: 3.66
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dnmsintl/conformal' already exists!
Gradient step: 0 	 Performance: 0.48 	 Training loss: 2.97
Gradient step: 24 	 Performance: 0.515 	 Training loss: 25.42
Gradient step: 49 	 Performance: 0.49 	 Training loss: 15.88
Gradient step: 74 	 Performance: 0.555 	 Training loss: 14.06
Gradient step: 99 	 Performance: 0.53 	 Training loss: 11.48
Gradient step: 124 	 Performance: 0.485 	 Training loss: 10.54
Gradient step: 149 	 Performance: 0.48 	 Training loss: 9.68
Gradient step: 174 	 Performance: 0.555 	 Training loss: 9.20
