Gradient step: 0 	 Performance: 0.465 	 Training loss: 3.24
Gradient step: 24 	 Performance: 0.525 	 Training loss: 23.83
Gradient step: 49 	 Performance: 0.57 	 Training loss: 15.46
Gradient step: 74 	 Performance: 0.565 	 Training loss: 12.91
Gradient step: 99 	 Performance: 0.51 	 Training loss: 9.91
Gradient step: 124 	 Performance: 0.545 	 Training loss: 7.65
Gradient step: 149 	 Performance: 0.6 	 Training loss: 6.13
Gradient step: 174 	 Performance: 0.8 	 Training loss: 4.86
Gradient step: 199 	 Performance: 0.905 	 Training loss: 3.54
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dnmcseqr/None' created successfully!
Gradient step: 0 	 Performance: 0.5 	 Training loss: 3.01
Gradient step: 24 	 Performance: 0.565 	 Training loss: 30.51
Gradient step: 49 	 Performance: 0.555 	 Training loss: 17.89
Gradient step: 74 	 Performance: 0.57 	 Training loss: 15.31
Gradient step: 99 	 Performance: 0.515 	 Training loss: 13.95
Gradient step: 124 	 Performance: 0.535 	 Training loss: 11.25
Gradient step: 149 	 Performance: 0.555 	 Training loss: 8.73
Gradient step: 174 	 Performance: 0.67 	 Training loss: 7.12
Gradient step: 199 	 Performance: 0.69 	 Training loss: 5.89
Gradient step: 224 	 Performance: 0.73 	 Training loss: 5.18
Gradient step: 249 	 Performance: 0.755 	 Training loss: 4.62
Gradient step: 274 	 Performance: 0.75 	 Training loss: 4.23
Gradient step: 299 	 Performance: 0.745 	 Training loss: 3.83
Gradient step: 324 	 Performance: 0.92 	 Training loss: 3.46
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dnmcseqr/conformal' created successfully!
Gradient step: 0 	 Performance: 0.56 	 Training loss: 3.24
Gradient step: 24 	 Performance: 0.42 	 Training loss: 23.73
Gradient step: 49 	 Performance: 0.515 	 Training loss: 15.35
Gradient step: 74 	 Performance: 0.555 	 Training loss: 12.58
Gradient step: 99 	 Performance: 0.56 	 Training loss: 9.68
Gradient step: 124 	 Performance: 0.57 	 Training loss: 7.27
Gradient step: 149 	 Performance: 0.61 	 Training loss: 5.80
Gradient step: 174 	 Performance: 0.64 	 Training loss: 4.64
Gradient step: 199 	 Performance: 0.685 	 Training loss: 3.87
Gradient step: 224 	 Performance: 0.875 	 Training loss: 3.25
Gradient step: 249 	 Performance: 0.895 	 Training loss: 2.53
Gradient step: 274 	 Performance: 0.835 	 Training loss: 2.15
Gradient step: 299 	 Performance: 0.875 	 Training loss: 1.76
Gradient step: 324 	 Performance: 0.795 	 Training loss: 1.61
Gradient step: 349 	 Performance: 0.935 	 Training loss: 1.25
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dnmcseqr/None' created successfully!
Gradient step: 0 	 Performance: 0.57 	 Training loss: 3.01
Gradient step: 24 	 Performance: 0.555 	 Training loss: 29.59
Gradient step: 49 	 Performance: 0.57 	 Training loss: 17.33
Gradient step: 74 	 Performance: 0.54 	 Training loss: 15.06
Gradient step: 99 	 Performance: 0.475 	 Training loss: 13.53
Gradient step: 124 	 Performance: 0.545 	 Training loss: 11.12
Gradient step: 149 	 Performance: 0.545 	 Training loss: 8.58
Gradient step: 174 	 Performance: 0.665 	 Training loss: 6.65
Gradient step: 199 	 Performance: 0.795 	 Training loss: 5.78
Gradient step: 224 	 Performance: 0.7 	 Training loss: 4.94
Gradient step: 249 	 Performance: 0.685 	 Training loss: 4.38
Gradient step: 274 	 Performance: 0.855 	 Training loss: 4.01
Gradient step: 299 	 Performance: 0.81 	 Training loss: 3.60
Gradient step: 324 	 Performance: 0.84 	 Training loss: 3.47
Gradient step: 349 	 Performance: 0.82 	 Training loss: 3.09
Gradient step: 374 	 Performance: 0.87 	 Training loss: 2.91
Gradient step: 399 	 Performance: 0.915 	 Training loss: 2.66
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dnmcseqr/conformal' created successfully!
Gradient step: 0 	 Performance: 0.545 	 Training loss: 3.24
Gradient step: 24 	 Performance: 0.53 	 Training loss: 23.59
Gradient step: 49 	 Performance: 0.585 	 Training loss: 15.04
Gradient step: 74 	 Performance: 0.545 	 Training loss: 12.25
Gradient step: 99 	 Performance: 0.545 	 Training loss: 9.19
Gradient step: 124 	 Performance: 0.62 	 Training loss: 7.35
Gradient step: 149 	 Performance: 0.72 	 Training loss: 5.52
Gradient step: 174 	 Performance: 0.655 	 Training loss: 4.66
Gradient step: 199 	 Performance: 0.855 	 Training loss: 3.68
Gradient step: 224 	 Performance: 0.93 	 Training loss: 2.71
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dnmcseqr/None' created successfully!
