Gradient step: 0 	 Performance: 0.04 	 Training loss: 3.29
Gradient step: 24 	 Performance: 0.095 	 Training loss: 19.21
Gradient step: 49 	 Performance: 0.065 	 Training loss: 14.79
Gradient step: 74 	 Performance: 0.055 	 Training loss: 13.75
Gradient step: 99 	 Performance: 0.07 	 Training loss: 12.72
Gradient step: 124 	 Performance: 0.105 	 Training loss: 11.55
Gradient step: 149 	 Performance: 0.065 	 Training loss: 10.28
Gradient step: 174 	 Performance: 0.055 	 Training loss: 8.69
Gradient step: 199 	 Performance: 0.055 	 Training loss: 7.30
Gradient step: 224 	 Performance: 0.21 	 Training loss: 6.43
Gradient step: 249 	 Performance: 0.29 	 Training loss: 5.95
Gradient step: 274 	 Performance: 0.345 	 Training loss: 5.52
Gradient step: 299 	 Performance: 0.345 	 Training loss: 5.24
Gradient step: 324 	 Performance: 0.445 	 Training loss: 4.90
Gradient step: 349 	 Performance: 0.405 	 Training loss: 4.69
Gradient step: 374 	 Performance: 0.555 	 Training loss: 4.35
Gradient step: 399 	 Performance: 0.54 	 Training loss: 4.17
Gradient step: 424 	 Performance: 0.635 	 Training loss: 3.91
Gradient step: 449 	 Performance: 0.76 	 Training loss: 3.68
Gradient step: 474 	 Performance: 0.805 	 Training loss: 3.50
Gradient step: 499 	 Performance: 0.77 	 Training loss: 3.30
Gradient step: 524 	 Performance: 0.78 	 Training loss: 3.17
Gradient step: 549 	 Performance: 0.855 	 Training loss: 3.01
Gradient step: 574 	 Performance: 0.895 	 Training loss: 2.84
Gradient step: 599 	 Performance: 0.86 	 Training loss: 2.69
Gradient step: 624 	 Performance: 0.885 	 Training loss: 2.53
Gradient step: 649 	 Performance: 0.815 	 Training loss: 2.42
Gradient step: 674 	 Performance: 0.875 	 Training loss: 2.33
Gradient step: 699 	 Performance: 0.91 	 Training loss: 2.20
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm2intl/None' created successfully!
Gradient step: 0 	 Performance: 0.035 	 Training loss: 3.03
Gradient step: 24 	 Performance: 0.075 	 Training loss: 19.54
Gradient step: 49 	 Performance: 0.085 	 Training loss: 14.68
Gradient step: 74 	 Performance: 0.065 	 Training loss: 13.22
Gradient step: 99 	 Performance: 0.045 	 Training loss: 11.03
Gradient step: 124 	 Performance: 0.04 	 Training loss: 8.88
