Gradient step: 0 	 Performance: 0.555 	 Training loss: 3.25
Gradient step: 24 	 Performance: 0.525 	 Training loss: 25.35
Gradient step: 49 	 Performance: 0.565 	 Training loss: 15.18
Gradient step: 74 	 Performance: 0.575 	 Training loss: 10.92
Gradient step: 99 	 Performance: 0.58 	 Training loss: 7.04
Gradient step: 124 	 Performance: 0.565 	 Training loss: 5.62
Gradient step: 149 	 Performance: 0.7 	 Training loss: 4.13
Gradient step: 174 	 Performance: 0.615 	 Training loss: 3.49
Gradient step: 199 	 Performance: 0.535 	 Training loss: 4.78
Gradient step: 224 	 Performance: 0.57 	 Training loss: 3.91
Gradient step: 249 	 Performance: 0.745 	 Training loss: 2.57
Gradient step: 274 	 Performance: 1.0 	 Training loss: 1.81
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dnmsseql/None' created successfully!
Gradient step: 0 	 Performance: 0.595 	 Training loss: 3.02
Gradient step: 24 	 Performance: 0.55 	 Training loss: 35.01
Gradient step: 49 	 Performance: 0.515 	 Training loss: 17.85
Gradient step: 74 	 Performance: 0.485 	 Training loss: 15.19
Gradient step: 99 	 Performance: 0.51 	 Training loss: 12.33
Gradient step: 124 	 Performance: 0.575 	 Training loss: 9.04
Gradient step: 149 	 Performance: 0.555 	 Training loss: 6.84
Gradient step: 174 	 Performance: 0.515 	 Training loss: 5.42
Gradient step: 199 	 Performance: 0.665 	 Training loss: 4.48
Gradient step: 224 	 Performance: 0.68 	 Training loss: 3.89
Gradient step: 249 	 Performance: 0.775 	 Training loss: 3.25
Gradient step: 274 	 Performance: 0.87 	 Training loss: 2.84
Gradient step: 299 	 Performance: 0.905 	 Training loss: 2.32
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dnmsseql/conformal' created successfully!
Gradient step: 0 	 Performance: 0.555 	 Training loss: 3.24
Gradient step: 24 	 Performance: 0.53 	 Training loss: 24.06
Gradient step: 49 	 Performance: 0.565 	 Training loss: 14.53
Gradient step: 74 	 Performance: 0.52 	 Training loss: 9.88
Gradient step: 99 	 Performance: 0.545 	 Training loss: 6.10
Gradient step: 124 	 Performance: 0.575 	 Training loss: 5.24
Gradient step: 149 	 Performance: 0.75 	 Training loss: 3.91
Gradient step: 174 	 Performance: 0.86 	 Training loss: 3.44
Gradient step: 199 	 Performance: 0.89 	 Training loss: 2.68
Gradient step: 224 	 Performance: 0.61 	 Training loss: 5.28
Gradient step: 249 	 Performance: 0.685 	 Training loss: 3.79
Gradient step: 274 	 Performance: 0.9 	 Training loss: 2.23
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dnmsseql/None' created successfully!
Gradient step: 0 	 Performance: 0.54 	 Training loss: 3.03
Gradient step: 24 	 Performance: 0.55 	 Training loss: 33.55
Gradient step: 49 	 Performance: 0.515 	 Training loss: 17.43
Gradient step: 74 	 Performance: 0.535 	 Training loss: 15.38
Gradient step: 99 	 Performance: 0.595 	 Training loss: 13.68
Gradient step: 124 	 Performance: 0.545 	 Training loss: 11.31
Gradient step: 149 	 Performance: 0.61 	 Training loss: 8.23
Gradient step: 174 	 Performance: 0.605 	 Training loss: 5.55
Gradient step: 199 	 Performance: 0.71 	 Training loss: 4.43
Gradient step: 224 	 Performance: 0.775 	 Training loss: 3.61
Gradient step: 249 	 Performance: 0.89 	 Training loss: 3.07
Gradient step: 274 	 Performance: 0.825 	 Training loss: 2.60
Gradient step: 299 	 Performance: 0.86 	 Training loss: 2.24
Gradient step: 324 	 Performance: 0.905 	 Training loss: 1.93
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dnmsseql/conformal' created successfully!
Gradient step: 0 	 Performance: 0.53 	 Training loss: 3.23
Gradient step: 24 	 Performance: 0.595 	 Training loss: 26.08
Gradient step: 49 	 Performance: 0.56 	 Training loss: 14.62
Gradient step: 74 	 Performance: 0.535 	 Training loss: 11.46
Gradient step: 99 	 Performance: 0.52 	 Training loss: 6.81
Gradient step: 124 	 Performance: 0.585 	 Training loss: 5.17
Gradient step: 149 	 Performance: 0.565 	 Training loss: 5.31
Gradient step: 174 	 Performance: 0.575 	 Training loss: 4.17
Gradient step: 199 	 Performance: 0.61 	 Training loss: 2.86
Gradient step: 224 	 Performance: 0.845 	 Training loss: 3.41
Gradient step: 249 	 Performance: 0.82 	 Training loss: 2.47
Gradient step: 274 	 Performance: 0.89 	 Training loss: 2.11
Gradient step: 299 	 Performance: 0.99 	 Training loss: 1.25
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dnmsseql/None' created successfully!
