Gradient step: 0 	 Performance: 0.09 	 Training loss: 3.28
Gradient step: 24 	 Performance: 0.075 	 Training loss: 19.29
Gradient step: 49 	 Performance: 0.065 	 Training loss: 14.81
Gradient step: 74 	 Performance: 0.055 	 Training loss: 13.81
Gradient step: 99 	 Performance: 0.06 	 Training loss: 12.74
Gradient step: 124 	 Performance: 0.06 	 Training loss: 11.58
Gradient step: 149 	 Performance: 0.055 	 Training loss: 10.35
Gradient step: 174 	 Performance: 0.055 	 Training loss: 8.81
Gradient step: 199 	 Performance: 0.085 	 Training loss: 7.33
Gradient step: 224 	 Performance: 0.175 	 Training loss: 6.58
Gradient step: 249 	 Performance: 0.275 	 Training loss: 6.04
Gradient step: 274 	 Performance: 0.28 	 Training loss: 5.69
Gradient step: 299 	 Performance: 0.415 	 Training loss: 5.43
Gradient step: 324 	 Performance: 0.535 	 Training loss: 5.22
Gradient step: 349 	 Performance: 0.455 	 Training loss: 4.99
Gradient step: 374 	 Performance: 0.575 	 Training loss: 4.77
Gradient step: 399 	 Performance: 0.555 	 Training loss: 4.53
Gradient step: 424 	 Performance: 0.575 	 Training loss: 4.33
Gradient step: 449 	 Performance: 0.675 	 Training loss: 4.22
Gradient step: 474 	 Performance: 0.635 	 Training loss: 4.02
Gradient step: 499 	 Performance: 0.745 	 Training loss: 3.80
Gradient step: 524 	 Performance: 0.64 	 Training loss: 3.61
Gradient step: 549 	 Performance: 0.64 	 Training loss: 3.52
Gradient step: 574 	 Performance: 0.71 	 Training loss: 3.36
Gradient step: 599 	 Performance: 0.745 	 Training loss: 3.19
Gradient step: 624 	 Performance: 0.715 	 Training loss: 3.06
Gradient step: 649 	 Performance: 0.795 	 Training loss: 3.00
Gradient step: 674 	 Performance: 0.775 	 Training loss: 2.85
Gradient step: 699 	 Performance: 0.72 	 Training loss: 2.73
Gradient step: 724 	 Performance: 0.765 	 Training loss: 2.63
Gradient step: 749 	 Performance: 0.675 	 Training loss: 2.50
Gradient step: 774 	 Performance: 0.735 	 Training loss: 2.42
Gradient step: 799 	 Performance: 0.835 	 Training loss: 2.39
Gradient step: 824 	 Performance: 0.77 	 Training loss: 2.27
Gradient step: 849 	 Performance: 0.8 	 Training loss: 2.20
Gradient step: 874 	 Performance: 0.78 	 Training loss: 2.14
Gradient step: 899 	 Performance: 0.69 	 Training loss: 2.04
Gradient step: 924 	 Performance: 0.75 	 Training loss: 2.00
Gradient step: 949 	 Performance: 0.78 	 Training loss: 1.91
Gradient step: 974 	 Performance: 0.825 	 Training loss: 1.86
Gradient step: 999 	 Performance: 0.83 	 Training loss: 1.81
Gradient step: 1024 	 Performance: 0.825 	 Training loss: 1.75
Gradient step: 1049 	 Performance: 0.865 	 Training loss: 1.83
Gradient step: 1074 	 Performance: 0.795 	 Training loss: 1.68
Gradient step: 1099 	 Performance: 0.825 	 Training loss: 1.65
