Gradient step: 0 	 Performance: 0.07 	 Training loss: 3.52
Gradient step: 24 	 Performance: 0.06 	 Training loss: 58.09
Gradient step: 49 	 Performance: 0.05 	 Training loss: 37.12
Gradient step: 74 	 Performance: 0.075 	 Training loss: 31.99
Gradient step: 99 	 Performance: 0.175 	 Training loss: 26.30
Gradient step: 124 	 Performance: 0.215 	 Training loss: 23.27
Gradient step: 149 	 Performance: 0.24 	 Training loss: 22.07
Gradient step: 174 	 Performance: 0.26 	 Training loss: 20.88
Gradient step: 199 	 Performance: 0.305 	 Training loss: 19.31
Gradient step: 224 	 Performance: 0.35 	 Training loss: 18.33
Gradient step: 249 	 Performance: 0.515 	 Training loss: 17.06
Gradient step: 274 	 Performance: 0.505 	 Training loss: 16.55
Gradient step: 299 	 Performance: 0.525 	 Training loss: 15.56
Gradient step: 324 	 Performance: 0.505 	 Training loss: 14.65
Gradient step: 349 	 Performance: 0.56 	 Training loss: 14.18
Gradient step: 374 	 Performance: 0.505 	 Training loss: 13.40
Gradient step: 399 	 Performance: 0.63 	 Training loss: 12.93
Gradient step: 424 	 Performance: 0.625 	 Training loss: 12.59
Gradient step: 449 	 Performance: 0.71 	 Training loss: 11.85
Gradient step: 474 	 Performance: 0.615 	 Training loss: 11.64
Gradient step: 499 	 Performance: 0.76 	 Training loss: 11.16
Gradient step: 524 	 Performance: 0.645 	 Training loss: 10.53
Gradient step: 549 	 Performance: 0.715 	 Training loss: 10.32
Gradient step: 574 	 Performance: 0.725 	 Training loss: 10.07
Gradient step: 599 	 Performance: 0.78 	 Training loss: 9.45
Gradient step: 624 	 Performance: 0.645 	 Training loss: 9.59
Gradient step: 649 	 Performance: 0.755 	 Training loss: 9.14
Gradient step: 674 	 Performance: 0.755 	 Training loss: 8.87
Gradient step: 699 	 Performance: 0.735 	 Training loss: 8.62
Gradient step: 724 	 Performance: 0.75 	 Training loss: 8.54
Gradient step: 749 	 Performance: 0.74 	 Training loss: 8.46
Gradient step: 774 	 Performance: 0.725 	 Training loss: 8.35
Gradient step: 799 	 Performance: 0.775 	 Training loss: 7.95
Gradient step: 824 	 Performance: 0.83 	 Training loss: 7.77
Gradient step: 849 	 Performance: 0.885 	 Training loss: 7.85
Gradient step: 874 	 Performance: 0.685 	 Training loss: 7.92
Gradient step: 899 	 Performance: 0.835 	 Training loss: 8.35
Gradient step: 924 	 Performance: 0.78 	 Training loss: 7.46
Gradient step: 949 	 Performance: 0.835 	 Training loss: 7.35
Gradient step: 974 	 Performance: 0.885 	 Training loss: 7.37
Gradient step: 999 	 Performance: 0.83 	 Training loss: 7.60
Gradient step: 1024 	 Performance: 0.84 	 Training loss: 7.32
Gradient step: 1049 	 Performance: 0.87 	 Training loss: 6.99
Gradient step: 1074 	 Performance: 0.8 	 Training loss: 6.89
Gradient step: 1099 	 Performance: 0.785 	 Training loss: 6.93
Gradient step: 1124 	 Performance: 0.75 	 Training loss: 6.71
