Gradient step: 0 	 Performance: 0.045 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.07 	 Training loss: 54.03
Gradient step: 49 	 Performance: 0.075 	 Training loss: 34.75
Gradient step: 74 	 Performance: 0.08 	 Training loss: 24.00
Gradient step: 99 	 Performance: 0.115 	 Training loss: 20.90
Gradient step: 124 	 Performance: 0.745 	 Training loss: 18.46
Gradient step: 149 	 Performance: 0.95 	 Training loss: 15.53
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/rtantiseqr/None' already exists!
Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.02
Gradient step: 24 	 Performance: 0.065 	 Training loss: 44.34
Gradient step: 49 	 Performance: 0.0 	 Training loss: 28.38
Gradient step: 74 	 Performance: 0.0 	 Training loss: 22.42
Gradient step: 99 	 Performance: 0.595 	 Training loss: 19.24
Gradient step: 124 	 Performance: 0.775 	 Training loss: 17.95
Gradient step: 149 	 Performance: 0.85 	 Training loss: 15.87
Gradient step: 174 	 Performance: 0.91 	 Training loss: 12.51
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/rtantiseqr/conformal' already exists!
Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.06 	 Training loss: 55.57
Gradient step: 49 	 Performance: 0.075 	 Training loss: 36.30
Gradient step: 74 	 Performance: 0.055 	 Training loss: 24.92
Gradient step: 99 	 Performance: 0.15 	 Training loss: 21.67
Gradient step: 124 	 Performance: 0.515 	 Training loss: 19.55
Gradient step: 149 	 Performance: 0.855 	 Training loss: 17.46
Gradient step: 174 	 Performance: 0.92 	 Training loss: 15.06
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/rtantiseqr/None' already exists!
Gradient step: 0 	 Performance: 0.035 	 Training loss: 3.01
Gradient step: 24 	 Performance: 0.175 	 Training loss: 45.60
Gradient step: 49 	 Performance: 0.0 	 Training loss: 29.31
Gradient step: 74 	 Performance: 0.015 	 Training loss: 23.14
Gradient step: 99 	 Performance: 0.295 	 Training loss: 20.32
Gradient step: 124 	 Performance: 0.73 	 Training loss: 17.54
Gradient step: 149 	 Performance: 0.775 	 Training loss: 15.10
Gradient step: 174 	 Performance: 0.87 	 Training loss: 12.96
Gradient step: 199 	 Performance: 0.735 	 Training loss: 11.58
Gradient step: 224 	 Performance: 0.86 	 Training loss: 10.10
Gradient step: 249 	 Performance: 0.765 	 Training loss: 9.88
Gradient step: 274 	 Performance: 0.725 	 Training loss: 8.21
Gradient step: 299 	 Performance: 0.775 	 Training loss: 7.08
Gradient step: 324 	 Performance: 0.82 	 Training loss: 6.42
Gradient step: 349 	 Performance: 0.735 	 Training loss: 5.45
Gradient step: 374 	 Performance: 0.905 	 Training loss: 8.36
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/rtantiseqr/conformal' created successfully!
Gradient step: 0 	 Performance: 0.06 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.07 	 Training loss: 54.15
Gradient step: 49 	 Performance: 0.125 	 Training loss: 35.61
Gradient step: 74 	 Performance: 0.04 	 Training loss: 24.44
Gradient step: 99 	 Performance: 0.085 	 Training loss: 21.40
Gradient step: 124 	 Performance: 0.725 	 Training loss: 19.34
Gradient step: 149 	 Performance: 0.825 	 Training loss: 17.17
Gradient step: 174 	 Performance: 0.915 	 Training loss: 15.10
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/rtantiseqr/None' created successfully!
