Gradient step: 0 	 Performance: 0.045 	 Training loss: 3.55
Gradient step: 24 	 Performance: 0.05 	 Training loss: 18.87
Gradient step: 49 	 Performance: 0.075 	 Training loss: 14.79
Gradient step: 74 	 Performance: 0.08 	 Training loss: 13.76
Gradient step: 99 	 Performance: 0.07 	 Training loss: 12.80
Gradient step: 124 	 Performance: 0.07 	 Training loss: 11.66
Gradient step: 149 	 Performance: 0.095 	 Training loss: 10.66
Gradient step: 174 	 Performance: 0.05 	 Training loss: 9.65
Gradient step: 199 	 Performance: 0.07 	 Training loss: 8.66
Gradient step: 224 	 Performance: 0.105 	 Training loss: 7.23
Gradient step: 249 	 Performance: 0.18 	 Training loss: 6.18
Gradient step: 274 	 Performance: 0.415 	 Training loss: 5.52
Gradient step: 299 	 Performance: 0.35 	 Training loss: 5.12
Gradient step: 324 	 Performance: 0.485 	 Training loss: 4.81
Gradient step: 349 	 Performance: 0.425 	 Training loss: 4.47
Gradient step: 374 	 Performance: 0.555 	 Training loss: 4.25
Gradient step: 399 	 Performance: 0.59 	 Training loss: 4.03
Gradient step: 424 	 Performance: 0.635 	 Training loss: 3.78
Gradient step: 449 	 Performance: 0.75 	 Training loss: 3.54
Gradient step: 474 	 Performance: 0.72 	 Training loss: 3.34
Gradient step: 499 	 Performance: 0.84 	 Training loss: 3.14
Gradient step: 524 	 Performance: 0.745 	 Training loss: 2.94
Gradient step: 549 	 Performance: 0.78 	 Training loss: 2.79
Gradient step: 574 	 Performance: 0.86 	 Training loss: 2.65
Gradient step: 599 	 Performance: 0.87 	 Training loss: 2.51
Gradient step: 624 	 Performance: 0.83 	 Training loss: 2.35
Gradient step: 649 	 Performance: 0.865 	 Training loss: 2.23
Gradient step: 674 	 Performance: 0.895 	 Training loss: 2.08
Gradient step: 699 	 Performance: 0.88 	 Training loss: 2.02
Gradient step: 724 	 Performance: 0.925 	 Training loss: 1.90
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdlydm1intr/None' created successfully!
Gradient step: 0 	 Performance: 0.06 	 Training loss: 2.58
Gradient step: 24 	 Performance: 0.03 	 Training loss: 18.05
Gradient step: 49 	 Performance: 0.06 	 Training loss: 14.40
Gradient step: 74 	 Performance: 0.05 	 Training loss: 12.98
Gradient step: 99 	 Performance: 0.07 	 Training loss: 10.65
Gradient step: 124 	 Performance: 0.03 	 Training loss: 8.53
Gradient step: 149 	 Performance: 0.085 	 Training loss: 7.27
Gradient step: 174 	 Performance: 0.205 	 Training loss: 6.40
Gradient step: 199 	 Performance: 0.24 	 Training loss: 5.47
Gradient step: 224 	 Performance: 0.57 	 Training loss: 4.79
Gradient step: 249 	 Performance: 0.6 	 Training loss: 4.30
Gradient step: 274 	 Performance: 0.52 	 Training loss: 3.88
Gradient step: 299 	 Performance: 0.675 	 Training loss: 3.55
Gradient step: 324 	 Performance: 0.77 	 Training loss: 3.26
Gradient step: 349 	 Performance: 0.74 	 Training loss: 2.98
