Gradient step: 0 	 Performance: 0.06 	 Training loss: 3.16
Gradient step: 24 	 Performance: 0.085 	 Training loss: 62.53
Gradient step: 49 	 Performance: 0.05 	 Training loss: 36.21
Gradient step: 74 	 Performance: 0.06 	 Training loss: 31.17
Gradient step: 99 	 Performance: 0.195 	 Training loss: 25.93
Gradient step: 124 	 Performance: 0.225 	 Training loss: 23.70
Gradient step: 149 	 Performance: 0.25 	 Training loss: 22.22
Gradient step: 174 	 Performance: 0.26 	 Training loss: 20.79
Gradient step: 199 	 Performance: 0.335 	 Training loss: 19.58
Gradient step: 224 	 Performance: 0.365 	 Training loss: 18.74
Gradient step: 249 	 Performance: 0.405 	 Training loss: 17.69
Gradient step: 274 	 Performance: 0.46 	 Training loss: 16.54
Gradient step: 299 	 Performance: 0.505 	 Training loss: 15.26
Gradient step: 324 	 Performance: 0.49 	 Training loss: 14.79
Gradient step: 349 	 Performance: 0.47 	 Training loss: 13.74
Gradient step: 374 	 Performance: 0.53 	 Training loss: 12.96
Gradient step: 399 	 Performance: 0.655 	 Training loss: 12.51
Gradient step: 424 	 Performance: 0.705 	 Training loss: 11.88
Gradient step: 449 	 Performance: 0.68 	 Training loss: 11.46
Gradient step: 474 	 Performance: 0.76 	 Training loss: 10.97
Gradient step: 499 	 Performance: 0.625 	 Training loss: 10.92
Gradient step: 524 	 Performance: 0.7 	 Training loss: 11.18
Gradient step: 549 	 Performance: 0.655 	 Training loss: 10.73
Gradient step: 574 	 Performance: 0.71 	 Training loss: 10.55
Gradient step: 599 	 Performance: 0.735 	 Training loss: 10.09
Gradient step: 624 	 Performance: 0.725 	 Training loss: 9.86
Gradient step: 649 	 Performance: 0.595 	 Training loss: 9.82
Gradient step: 674 	 Performance: 0.75 	 Training loss: 9.36
Gradient step: 699 	 Performance: 0.72 	 Training loss: 9.48
Gradient step: 724 	 Performance: 0.735 	 Training loss: 9.83
Gradient step: 749 	 Performance: 0.745 	 Training loss: 9.37
Gradient step: 774 	 Performance: 0.735 	 Training loss: 8.40
Gradient step: 799 	 Performance: 0.805 	 Training loss: 8.36
Gradient step: 824 	 Performance: 0.725 	 Training loss: 8.09
Gradient step: 849 	 Performance: 0.76 	 Training loss: 8.19
Gradient step: 874 	 Performance: 0.715 	 Training loss: 7.99
Gradient step: 899 	 Performance: 0.805 	 Training loss: 8.11
Gradient step: 924 	 Performance: 0.765 	 Training loss: 8.09
Gradient step: 949 	 Performance: 0.785 	 Training loss: 8.01
Gradient step: 974 	 Performance: 0.82 	 Training loss: 8.07
Gradient step: 999 	 Performance: 0.84 	 Training loss: 7.76
Gradient step: 1024 	 Performance: 0.745 	 Training loss: 7.77
Gradient step: 1049 	 Performance: 0.825 	 Training loss: 7.81
Gradient step: 1074 	 Performance: 0.8 	 Training loss: 8.05
Gradient step: 1099 	 Performance: 0.815 	 Training loss: 8.11
Gradient step: 1124 	 Performance: 0.81 	 Training loss: 7.93
Gradient step: 1149 	 Performance: 0.82 	 Training loss: 7.63
Gradient step: 1174 	 Performance: 0.81 	 Training loss: 7.85
Gradient step: 1199 	 Performance: 0.8 	 Training loss: 7.52
Gradient step: 1224 	 Performance: 0.79 	 Training loss: 7.71
Gradient step: 1249 	 Performance: 0.8 	 Training loss: 7.85
Gradient step: 1274 	 Performance: 0.81 	 Training loss: 7.42
Gradient step: 1299 	 Performance: 0.805 	 Training loss: 7.65
Gradient step: 1324 	 Performance: 0.87 	 Training loss: 7.65
Gradient step: 1349 	 Performance: 0.755 	 Training loss: 7.90
Gradient step: 1374 	 Performance: 0.85 	 Training loss: 7.69
Gradient step: 1399 	 Performance: 0.81 	 Training loss: 7.65
Gradient step: 1424 	 Performance: 0.845 	 Training loss: 7.59
Gradient step: 1449 	 Performance: 0.835 	 Training loss: 7.84
Gradient step: 1474 	 Performance: 0.86 	 Training loss: 7.67
Gradient step: 1499 	 Performance: 0.81 	 Training loss: 7.68
Gradient step: 1524 	 Performance: 0.8 	 Training loss: 7.59
Gradient step: 1549 	 Performance: 0.755 	 Training loss: 7.37
Gradient step: 1574 	 Performance: 0.78 	 Training loss: 7.61
Gradient step: 1599 	 Performance: 0.815 	 Training loss: 7.56
Gradient step: 1624 	 Performance: 0.795 	 Training loss: 7.73
Gradient step: 1649 	 Performance: 0.82 	 Training loss: 7.58
Gradient step: 1674 	 Performance: 0.81 	 Training loss: 7.51
Gradient step: 1699 	 Performance: 0.78 	 Training loss: 7.65
Gradient step: 1724 	 Performance: 0.825 	 Training loss: 7.47
Gradient step: 1749 	 Performance: 0.82 	 Training loss: 7.59
Gradient step: 1774 	 Performance: 0.785 	 Training loss: 7.46
Gradient step: 1799 	 Performance: 0.785 	 Training loss: 7.53
Gradient step: 1824 	 Performance: 0.85 	 Training loss: 7.58
Gradient step: 1849 	 Performance: 0.79 	 Training loss: 7.55
Gradient step: 1874 	 Performance: 0.82 	 Training loss: 7.40
Gradient step: 1899 	 Performance: 0.815 	 Training loss: 7.75
Gradient step: 1924 	 Performance: 0.77 	 Training loss: 7.65
Gradient step: 1949 	 Performance: 0.845 	 Training loss: 7.47
Gradient step: 1974 	 Performance: 0.8 	 Training loss: 7.58
Gradient step: 1999 	 Performance: 0.775 	 Training loss: 7.53
