Gradient step: 0 	 Performance: 0.1 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.09 	 Training loss: 56.99
Gradient step: 49 	 Performance: 0.07 	 Training loss: 36.75
Gradient step: 74 	 Performance: 0.105 	 Training loss: 30.93
Gradient step: 99 	 Performance: 0.155 	 Training loss: 25.90
Gradient step: 124 	 Performance: 0.185 	 Training loss: 23.05
Gradient step: 149 	 Performance: 0.285 	 Training loss: 21.24
Gradient step: 174 	 Performance: 0.31 	 Training loss: 19.60
Gradient step: 199 	 Performance: 0.42 	 Training loss: 18.69
Gradient step: 224 	 Performance: 0.47 	 Training loss: 17.63
Gradient step: 249 	 Performance: 0.5 	 Training loss: 16.82
Gradient step: 274 	 Performance: 0.485 	 Training loss: 16.14
Gradient step: 299 	 Performance: 0.545 	 Training loss: 15.30
Gradient step: 324 	 Performance: 0.53 	 Training loss: 14.68
Gradient step: 349 	 Performance: 0.525 	 Training loss: 14.09
Gradient step: 374 	 Performance: 0.54 	 Training loss: 13.56
Gradient step: 399 	 Performance: 0.635 	 Training loss: 13.18
Gradient step: 424 	 Performance: 0.6 	 Training loss: 12.57
Gradient step: 449 	 Performance: 0.705 	 Training loss: 12.00
Gradient step: 474 	 Performance: 0.67 	 Training loss: 12.07
Gradient step: 499 	 Performance: 0.645 	 Training loss: 11.25
Gradient step: 524 	 Performance: 0.71 	 Training loss: 10.89
Gradient step: 549 	 Performance: 0.73 	 Training loss: 10.19
Gradient step: 574 	 Performance: 0.83 	 Training loss: 10.24
Gradient step: 599 	 Performance: 0.715 	 Training loss: 9.49
Gradient step: 624 	 Performance: 0.645 	 Training loss: 9.33
Gradient step: 649 	 Performance: 0.645 	 Training loss: 8.99
Gradient step: 674 	 Performance: 0.76 	 Training loss: 8.51
Gradient step: 699 	 Performance: 0.76 	 Training loss: 8.53
Gradient step: 724 	 Performance: 0.7 	 Training loss: 8.52
Gradient step: 749 	 Performance: 0.785 	 Training loss: 8.28
Gradient step: 774 	 Performance: 0.775 	 Training loss: 7.96
Gradient step: 799 	 Performance: 0.745 	 Training loss: 8.53
Gradient step: 824 	 Performance: 0.835 	 Training loss: 7.71
Gradient step: 849 	 Performance: 0.825 	 Training loss: 7.25
Gradient step: 874 	 Performance: 0.81 	 Training loss: 7.53
Gradient step: 899 	 Performance: 0.825 	 Training loss: 7.08
Gradient step: 924 	 Performance: 0.85 	 Training loss: 7.55
Gradient step: 949 	 Performance: 0.845 	 Training loss: 6.87
Gradient step: 974 	 Performance: 0.78 	 Training loss: 6.86
Gradient step: 999 	 Performance: 0.825 	 Training loss: 6.72
Gradient step: 1024 	 Performance: 0.79 	 Training loss: 7.04
Gradient step: 1049 	 Performance: 0.81 	 Training loss: 6.96
Gradient step: 1074 	 Performance: 0.835 	 Training loss: 6.44
Gradient step: 1099 	 Performance: 0.865 	 Training loss: 6.46
Gradient step: 1124 	 Performance: 0.8 	 Training loss: 6.47
Gradient step: 1149 	 Performance: 0.85 	 Training loss: 6.32
Gradient step: 1174 	 Performance: 0.83 	 Training loss: 6.30
Gradient step: 1199 	 Performance: 0.865 	 Training loss: 5.92
Gradient step: 1224 	 Performance: 0.765 	 Training loss: 6.23
Gradient step: 1249 	 Performance: 0.84 	 Training loss: 6.42
Gradient step: 1274 	 Performance: 0.84 	 Training loss: 6.02
Gradient step: 1299 	 Performance: 0.925 	 Training loss: 5.99
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/ctxdm1seql/None' created successfully!
Gradient step: 0 	 Performance: 0.075 	 Training loss: 3.02
Gradient step: 24 	 Performance: 0.07 	 Training loss: 48.41
Gradient step: 49 	 Performance: 0.09 	 Training loss: 35.53
Gradient step: 74 	 Performance: 0.155 	 Training loss: 28.66
Gradient step: 99 	 Performance: 0.145 	 Training loss: 22.92
Gradient step: 124 	 Performance: 0.275 	 Training loss: 19.00
Gradient step: 149 	 Performance: 0.38 	 Training loss: 16.78
Gradient step: 174 	 Performance: 0.385 	 Training loss: 15.53
Gradient step: 199 	 Performance: 0.52 	 Training loss: 14.46
