Gradient step: 0 	 Performance: 0.075 	 Training loss: 3.96
Gradient step: 24 	 Performance: 0.07 	 Training loss: 22.91
Gradient step: 49 	 Performance: 0.035 	 Training loss: 12.16
Gradient step: 74 	 Performance: 0.1 	 Training loss: 9.23
Gradient step: 99 	 Performance: 0.2 	 Training loss: 6.68
Gradient step: 124 	 Performance: 0.44 	 Training loss: 5.50
Gradient step: 149 	 Performance: 0.645 	 Training loss: 4.49
Gradient step: 174 	 Performance: 0.715 	 Training loss: 3.55
Gradient step: 199 	 Performance: 0.705 	 Training loss: 2.81
Gradient step: 224 	 Performance: 0.85 	 Training loss: 2.32
Gradient step: 249 	 Performance: 0.885 	 Training loss: 1.85
Gradient step: 274 	 Performance: 0.885 	 Training loss: 1.52
Gradient step: 299 	 Performance: 0.955 	 Training loss: 1.31
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dlydm1intr/None' already exists!
Gradient step: 0 	 Performance: 0.065 	 Training loss: 2.99
Gradient step: 24 	 Performance: 0.06 	 Training loss: 19.81
Gradient step: 49 	 Performance: 0.055 	 Training loss: 10.78
Gradient step: 74 	 Performance: 0.275 	 Training loss: 7.10
Gradient step: 99 	 Performance: 0.47 	 Training loss: 4.65
Gradient step: 124 	 Performance: 0.565 	 Training loss: 3.59
Gradient step: 149 	 Performance: 0.735 	 Training loss: 2.93
Gradient step: 174 	 Performance: 0.825 	 Training loss: 2.67
Gradient step: 199 	 Performance: 0.875 	 Training loss: 2.14
Gradient step: 224 	 Performance: 0.845 	 Training loss: 1.82
Gradient step: 249 	 Performance: 0.91 	 Training loss: 1.58
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dlydm1intr/conformal' already exists!
Gradient step: 0 	 Performance: 0.06 	 Training loss: 3.95
Gradient step: 24 	 Performance: 0.03 	 Training loss: 22.68
Gradient step: 49 	 Performance: 0.07 	 Training loss: 12.54
Gradient step: 74 	 Performance: 0.06 	 Training loss: 9.07
Gradient step: 99 	 Performance: 0.325 	 Training loss: 6.33
Gradient step: 124 	 Performance: 0.65 	 Training loss: 4.77
Gradient step: 149 	 Performance: 0.57 	 Training loss: 3.58
Gradient step: 174 	 Performance: 0.835 	 Training loss: 2.70
Gradient step: 199 	 Performance: 0.905 	 Training loss: 2.14
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dlydm1intr/None' already exists!
Gradient step: 0 	 Performance: 0.09 	 Training loss: 3.00
Gradient step: 24 	 Performance: 0.095 	 Training loss: 18.02
Gradient step: 49 	 Performance: 0.07 	 Training loss: 9.97
Gradient step: 74 	 Performance: 0.345 	 Training loss: 6.38
Gradient step: 99 	 Performance: 0.56 	 Training loss: 4.36
Gradient step: 124 	 Performance: 0.72 	 Training loss: 3.43
Gradient step: 149 	 Performance: 0.665 	 Training loss: 2.88
Gradient step: 174 	 Performance: 0.755 	 Training loss: 2.42
Gradient step: 199 	 Performance: 0.855 	 Training loss: 2.22
Gradient step: 224 	 Performance: 0.89 	 Training loss: 1.84
Gradient step: 249 	 Performance: 0.925 	 Training loss: 1.65
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dlydm1intr/conformal' already exists!
Gradient step: 0 	 Performance: 0.025 	 Training loss: 3.97
Gradient step: 24 	 Performance: 0.085 	 Training loss: 21.92
Gradient step: 49 	 Performance: 0.06 	 Training loss: 11.13
Gradient step: 74 	 Performance: 0.09 	 Training loss: 8.61
Gradient step: 99 	 Performance: 0.3 	 Training loss: 6.10
Gradient step: 124 	 Performance: 0.475 	 Training loss: 4.63
Gradient step: 149 	 Performance: 0.725 	 Training loss: 3.41
Gradient step: 174 	 Performance: 0.825 	 Training loss: 2.60
Gradient step: 199 	 Performance: 0.875 	 Training loss: 2.07
Gradient step: 224 	 Performance: 0.92 	 Training loss: 1.70
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dlydm1intr/None' already exists!
