Gradient step: 0 	 Performance: 0.055 	 Training loss: 3.07
Gradient step: 24 	 Performance: 0.06 	 Training loss: 50.19
Gradient step: 49 	 Performance: 0.05 	 Training loss: 48.83
Gradient step: 74 	 Performance: 0.05 	 Training loss: 44.68
Gradient step: 99 	 Performance: 0.055 	 Training loss: 37.56
Gradient step: 124 	 Performance: 0.065 	 Training loss: 34.88
Gradient step: 149 	 Performance: 0.045 	 Training loss: 32.55
Gradient step: 174 	 Performance: 0.09 	 Training loss: 30.06
Gradient step: 199 	 Performance: 0.165 	 Training loss: 28.05
Gradient step: 224 	 Performance: 0.17 	 Training loss: 26.61
Gradient step: 249 	 Performance: 0.165 	 Training loss: 25.45
Gradient step: 274 	 Performance: 0.255 	 Training loss: 24.54
Gradient step: 299 	 Performance: 0.235 	 Training loss: 23.95
Gradient step: 324 	 Performance: 0.25 	 Training loss: 23.22
Gradient step: 349 	 Performance: 0.235 	 Training loss: 22.75
Gradient step: 374 	 Performance: 0.275 	 Training loss: 22.51
Gradient step: 399 	 Performance: 0.325 	 Training loss: 21.92
Gradient step: 424 	 Performance: 0.26 	 Training loss: 21.67
Gradient step: 449 	 Performance: 0.295 	 Training loss: 20.99
Gradient step: 474 	 Performance: 0.335 	 Training loss: 20.67
Gradient step: 499 	 Performance: 0.32 	 Training loss: 20.36
Gradient step: 524 	 Performance: 0.3 	 Training loss: 19.72
Gradient step: 549 	 Performance: 0.285 	 Training loss: 19.59
Gradient step: 574 	 Performance: 0.345 	 Training loss: 19.16
Gradient step: 599 	 Performance: 0.345 	 Training loss: 18.75
Gradient step: 624 	 Performance: 0.385 	 Training loss: 18.22
Gradient step: 649 	 Performance: 0.365 	 Training loss: 17.82
Gradient step: 674 	 Performance: 0.4 	 Training loss: 17.55
Gradient step: 699 	 Performance: 0.365 	 Training loss: 17.26
Gradient step: 724 	 Performance: 0.4 	 Training loss: 16.97
Gradient step: 749 	 Performance: 0.435 	 Training loss: 16.78
Gradient step: 774 	 Performance: 0.405 	 Training loss: 16.55
Gradient step: 799 	 Performance: 0.44 	 Training loss: 16.21
Gradient step: 824 	 Performance: 0.485 	 Training loss: 15.92
Gradient step: 849 	 Performance: 0.505 	 Training loss: 15.68
Gradient step: 874 	 Performance: 0.495 	 Training loss: 15.50
Gradient step: 899 	 Performance: 0.465 	 Training loss: 15.19
Gradient step: 924 	 Performance: 0.495 	 Training loss: 15.24
Gradient step: 949 	 Performance: 0.525 	 Training loss: 14.95
Gradient step: 974 	 Performance: 0.485 	 Training loss: 14.71
Gradient step: 999 	 Performance: 0.525 	 Training loss: 14.48
Gradient step: 1024 	 Performance: 0.51 	 Training loss: 14.20
Gradient step: 1049 	 Performance: 0.53 	 Training loss: 14.19
Gradient step: 1074 	 Performance: 0.595 	 Training loss: 13.86
Gradient step: 1099 	 Performance: 0.485 	 Training loss: 13.88
Gradient step: 1124 	 Performance: 0.585 	 Training loss: 13.57
Gradient step: 1149 	 Performance: 0.56 	 Training loss: 13.72
Gradient step: 1174 	 Performance: 0.53 	 Training loss: 13.45
Gradient step: 1199 	 Performance: 0.55 	 Training loss: 13.20
Gradient step: 1224 	 Performance: 0.56 	 Training loss: 13.19
Gradient step: 1249 	 Performance: 0.635 	 Training loss: 12.92
Gradient step: 1274 	 Performance: 0.615 	 Training loss: 12.83
Gradient step: 1299 	 Performance: 0.605 	 Training loss: 12.90
Gradient step: 1324 	 Performance: 0.53 	 Training loss: 12.50
Gradient step: 1349 	 Performance: 0.62 	 Training loss: 12.54
Gradient step: 1374 	 Performance: 0.58 	 Training loss: 12.47
Gradient step: 1399 	 Performance: 0.615 	 Training loss: 12.27
Gradient step: 1424 	 Performance: 0.67 	 Training loss: 12.34
Gradient step: 1449 	 Performance: 0.59 	 Training loss: 12.12
Gradient step: 1474 	 Performance: 0.62 	 Training loss: 12.21
Gradient step: 1499 	 Performance: 0.65 	 Training loss: 11.85
Gradient step: 1524 	 Performance: 0.67 	 Training loss: 11.78
Gradient step: 1549 	 Performance: 0.615 	 Training loss: 11.86
Gradient step: 1574 	 Performance: 0.605 	 Training loss: 11.74
Gradient step: 1599 	 Performance: 0.615 	 Training loss: 11.69
Gradient step: 1624 	 Performance: 0.64 	 Training loss: 11.49
Gradient step: 1649 	 Performance: 0.645 	 Training loss: 11.27
Gradient step: 1674 	 Performance: 0.58 	 Training loss: 11.48
Gradient step: 1699 	 Performance: 0.65 	 Training loss: 11.20
Gradient step: 1724 	 Performance: 0.735 	 Training loss: 11.13
Gradient step: 1749 	 Performance: 0.69 	 Training loss: 10.72
Gradient step: 1774 	 Performance: 0.65 	 Training loss: 10.89
Gradient step: 1799 	 Performance: 0.715 	 Training loss: 10.88
Gradient step: 1824 	 Performance: 0.615 	 Training loss: 10.80
Gradient step: 1849 	 Performance: 0.685 	 Training loss: 10.76
Gradient step: 1874 	 Performance: 0.64 	 Training loss: 10.76
Gradient step: 1899 	 Performance: 0.68 	 Training loss: 10.79
Gradient step: 1924 	 Performance: 0.665 	 Training loss: 10.78
Gradient step: 1949 	 Performance: 0.67 	 Training loss: 10.96
Gradient step: 1974 	 Performance: 0.715 	 Training loss: 10.80
Gradient step: 1999 	 Performance: 0.675 	 Training loss: 10.87
Gradient step: 2024 	 Performance: 0.665 	 Training loss: 11.01
Gradient step: 2049 	 Performance: 0.615 	 Training loss: 10.75
Gradient step: 2074 	 Performance: 0.64 	 Training loss: 10.80
Gradient step: 2099 	 Performance: 0.67 	 Training loss: 10.83
Gradient step: 2124 	 Performance: 0.705 	 Training loss: 10.69
Gradient step: 2149 	 Performance: 0.66 	 Training loss: 10.66
Gradient step: 2174 	 Performance: 0.735 	 Training loss: 10.79
Gradient step: 2199 	 Performance: 0.675 	 Training loss: 10.66
Gradient step: 2224 	 Performance: 0.66 	 Training loss: 10.80
Gradient step: 2249 	 Performance: 0.62 	 Training loss: 10.47
Gradient step: 2274 	 Performance: 0.66 	 Training loss: 10.70
Gradient step: 2299 	 Performance: 0.645 	 Training loss: 10.74
Gradient step: 2324 	 Performance: 0.69 	 Training loss: 10.74
Gradient step: 2349 	 Performance: 0.635 	 Training loss: 10.73
Gradient step: 2374 	 Performance: 0.7 	 Training loss: 10.61
Gradient step: 2399 	 Performance: 0.655 	 Training loss: 10.77
Gradient step: 2424 	 Performance: 0.655 	 Training loss: 10.76
Gradient step: 2449 	 Performance: 0.67 	 Training loss: 10.60
Gradient step: 2474 	 Performance: 0.66 	 Training loss: 10.76
Gradient step: 2499 	 Performance: 0.69 	 Training loss: 10.80
Gradient step: 2524 	 Performance: 0.62 	 Training loss: 10.74
Gradient step: 2549 	 Performance: 0.675 	 Training loss: 10.65
Gradient step: 2574 	 Performance: 0.66 	 Training loss: 10.59
Gradient step: 2599 	 Performance: 0.7 	 Training loss: 10.66
Gradient step: 2624 	 Performance: 0.64 	 Training loss: 10.75
