Gradient step: 0 	 Performance: 0.545 	 Training loss: 3.90
Gradient step: 24 	 Performance: 0.525 	 Training loss: 25.22
Gradient step: 49 	 Performance: 0.535 	 Training loss: 15.53
Gradient step: 74 	 Performance: 0.505 	 Training loss: 13.51
Gradient step: 99 	 Performance: 0.515 	 Training loss: 10.75
Gradient step: 124 	 Performance: 0.485 	 Training loss: 8.41
Gradient step: 149 	 Performance: 0.545 	 Training loss: 6.71
Gradient step: 174 	 Performance: 0.575 	 Training loss: 5.69
Gradient step: 199 	 Performance: 0.625 	 Training loss: 5.10
Gradient step: 224 	 Performance: 0.645 	 Training loss: 4.08
Gradient step: 249 	 Performance: 0.6 	 Training loss: 4.78
Gradient step: 274 	 Performance: 0.645 	 Training loss: 5.15
Gradient step: 299 	 Performance: 0.66 	 Training loss: 3.32
Gradient step: 324 	 Performance: 0.76 	 Training loss: 2.32
Gradient step: 349 	 Performance: 0.69 	 Training loss: 1.78
Gradient step: 374 	 Performance: 0.73 	 Training loss: 1.92
Gradient step: 399 	 Performance: 0.81 	 Training loss: 1.34
Gradient step: 424 	 Performance: 0.89 	 Training loss: 0.92
Gradient step: 449 	 Performance: 0.87 	 Training loss: 1.03
Gradient step: 474 	 Performance: 0.97 	 Training loss: 0.83
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/dmsseql/None' created successfully!
Gradient step: 0 	 Performance: 0.53 	 Training loss: 2.97
Gradient step: 24 	 Performance: 0.55 	 Training loss: 22.70
Gradient step: 49 	 Performance: 0.55 	 Training loss: 15.69
Gradient step: 74 	 Performance: 0.555 	 Training loss: 12.96
Gradient step: 99 	 Performance: 0.52 	 Training loss: 10.08
Gradient step: 124 	 Performance: 0.575 	 Training loss: 7.38
Gradient step: 149 	 Performance: 0.69 	 Training loss: 5.22
Gradient step: 174 	 Performance: 0.89 	 Training loss: 3.61
Gradient step: 199 	 Performance: 0.965 	 Training loss: 2.55
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dmsseql/conformal' created successfully!
Gradient step: 0 	 Performance: 0.505 	 Training loss: 3.90
Gradient step: 24 	 Performance: 0.545 	 Training loss: 25.42
Gradient step: 49 	 Performance: 0.49 	 Training loss: 16.18
Gradient step: 74 	 Performance: 0.53 	 Training loss: 13.98
Gradient step: 99 	 Performance: 0.55 	 Training loss: 10.94
Gradient step: 124 	 Performance: 0.565 	 Training loss: 8.25
Gradient step: 149 	 Performance: 0.585 	 Training loss: 6.43
Gradient step: 174 	 Performance: 0.6 	 Training loss: 5.55
Gradient step: 199 	 Performance: 0.64 	 Training loss: 4.71
Gradient step: 224 	 Performance: 0.73 	 Training loss: 4.24
Gradient step: 249 	 Performance: 0.715 	 Training loss: 3.29
Gradient step: 274 	 Performance: 0.765 	 Training loss: 2.65
Gradient step: 299 	 Performance: 0.725 	 Training loss: 2.11
Gradient step: 324 	 Performance: 0.745 	 Training loss: 1.84
Gradient step: 349 	 Performance: 0.79 	 Training loss: 1.64
Gradient step: 374 	 Performance: 0.84 	 Training loss: 1.40
Gradient step: 399 	 Performance: 0.785 	 Training loss: 0.82
Gradient step: 424 	 Performance: 0.755 	 Training loss: 0.88
Gradient step: 449 	 Performance: 0.82 	 Training loss: 1.88
Gradient step: 474 	 Performance: 0.875 	 Training loss: 0.88
Gradient step: 499 	 Performance: 0.92 	 Training loss: 0.39
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/sym/dmsseql/None' created successfully!
Gradient step: 0 	 Performance: 0.475 	 Training loss: 2.96
Gradient step: 24 	 Performance: 0.545 	 Training loss: 25.44
Gradient step: 49 	 Performance: 0.56 	 Training loss: 16.31
Gradient step: 74 	 Performance: 0.47 	 Training loss: 13.99
Gradient step: 99 	 Performance: 0.555 	 Training loss: 11.70
Gradient step: 124 	 Performance: 0.565 	 Training loss: 9.54
Gradient step: 149 	 Performance: 0.535 	 Training loss: 7.74
Gradient step: 174 	 Performance: 0.55 	 Training loss: 6.02
Gradient step: 199 	 Performance: 0.725 	 Training loss: 4.80
Gradient step: 224 	 Performance: 0.79 	 Training loss: 3.77
Gradient step: 249 	 Performance: 0.91 	 Training loss: 3.12
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dmsseql/conformal' created successfully!
Gradient step: 0 	 Performance: 0.51 	 Training loss: 3.89
Gradient step: 24 	 Performance: 0.51 	 Training loss: 22.01
Gradient step: 49 	 Performance: 0.59 	 Training loss: 15.19
Gradient step: 74 	 Performance: 0.59 	 Training loss: 10.92
Gradient step: 99 	 Performance: 0.465 	 Training loss: 7.69
Gradient step: 124 	 Performance: 0.575 	 Training loss: 6.15
Gradient step: 149 	 Performance: 0.66 	 Training loss: 5.13
Gradient step: 174 	 Performance: 0.65 	 Training loss: 4.26
Gradient step: 199 	 Performance: 0.645 	 Training loss: 3.48
Gradient step: 224 	 Performance: 0.63 	 Training loss: 4.70
Gradient step: 249 	 Performance: 0.755 	 Training loss: 4.07
Gradient step: 274 	 Performance: 0.98 	 Training loss: 2.39
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/spectral/dmsseql/None' created successfully!
