Gradient step: 0 	 Performance: 0.08 	 Training loss: 3.22
Gradient step: 24 	 Performance: 0.055 	 Training loss: 41.29
Gradient step: 49 	 Performance: 0.08 	 Training loss: 21.94
Gradient step: 74 	 Performance: 0.07 	 Training loss: 20.14
Gradient step: 99 	 Performance: 0.075 	 Training loss: 18.60
Gradient step: 124 	 Performance: 0.17 	 Training loss: 17.35
Gradient step: 149 	 Performance: 0.22 	 Training loss: 16.86
Gradient step: 174 	 Performance: 0.195 	 Training loss: 15.63
Gradient step: 199 	 Performance: 0.12 	 Training loss: 15.03
Gradient step: 224 	 Performance: 0.25 	 Training loss: 14.54
Gradient step: 249 	 Performance: 0.21 	 Training loss: 13.86
Gradient step: 274 	 Performance: 0.305 	 Training loss: 12.89
Gradient step: 299 	 Performance: 0.395 	 Training loss: 12.86
Gradient step: 324 	 Performance: 0.3 	 Training loss: 11.68
Gradient step: 349 	 Performance: 0.485 	 Training loss: 11.08
Gradient step: 374 	 Performance: 0.385 	 Training loss: 10.39
Gradient step: 399 	 Performance: 0.425 	 Training loss: 9.98
Gradient step: 424 	 Performance: 0.515 	 Training loss: 9.56
Gradient step: 449 	 Performance: 0.505 	 Training loss: 9.18
Gradient step: 474 	 Performance: 0.665 	 Training loss: 8.46
Gradient step: 499 	 Performance: 0.6 	 Training loss: 8.35
Gradient step: 524 	 Performance: 0.655 	 Training loss: 7.86
Gradient step: 549 	 Performance: 0.68 	 Training loss: 7.72
Gradient step: 574 	 Performance: 0.6 	 Training loss: 7.02
Gradient step: 599 	 Performance: 0.68 	 Training loss: 6.89
Gradient step: 624 	 Performance: 0.69 	 Training loss: 6.91
Gradient step: 649 	 Performance: 0.725 	 Training loss: 6.70
Gradient step: 674 	 Performance: 0.665 	 Training loss: 6.32
Gradient step: 699 	 Performance: 0.73 	 Training loss: 6.45
Gradient step: 724 	 Performance: 0.715 	 Training loss: 6.41
Gradient step: 749 	 Performance: 0.675 	 Training loss: 6.04
Gradient step: 774 	 Performance: 0.655 	 Training loss: 6.36
Gradient step: 799 	 Performance: 0.735 	 Training loss: 5.99
Gradient step: 824 	 Performance: 0.78 	 Training loss: 5.70
Gradient step: 849 	 Performance: 0.73 	 Training loss: 5.56
Gradient step: 874 	 Performance: 0.725 	 Training loss: 5.96
Gradient step: 899 	 Performance: 0.8 	 Training loss: 5.67
Gradient step: 924 	 Performance: 0.75 	 Training loss: 5.82
Gradient step: 949 	 Performance: 0.81 	 Training loss: 6.05
Gradient step: 974 	 Performance: 0.755 	 Training loss: 5.59
Gradient step: 999 	 Performance: 0.795 	 Training loss: 5.38
Gradient step: 1024 	 Performance: 0.81 	 Training loss: 5.18
Gradient step: 1049 	 Performance: 0.86 	 Training loss: 5.26
Gradient step: 1074 	 Performance: 0.78 	 Training loss: 5.08
Gradient step: 1099 	 Performance: 0.805 	 Training loss: 5.57
Gradient step: 1124 	 Performance: 0.74 	 Training loss: 5.35
Gradient step: 1149 	 Performance: 0.88 	 Training loss: 5.19
Gradient step: 1174 	 Performance: 0.795 	 Training loss: 5.22
Gradient step: 1199 	 Performance: 0.79 	 Training loss: 5.30
Gradient step: 1224 	 Performance: 0.795 	 Training loss: 5.26
Gradient step: 1249 	 Performance: 0.86 	 Training loss: 4.99
Gradient step: 1274 	 Performance: 0.86 	 Training loss: 4.99
Gradient step: 1299 	 Performance: 0.845 	 Training loss: 4.90
Gradient step: 1324 	 Performance: 0.77 	 Training loss: 5.14
Gradient step: 1349 	 Performance: 0.83 	 Training loss: 4.89
Gradient step: 1374 	 Performance: 0.79 	 Training loss: 4.90
Gradient step: 1399 	 Performance: 0.8 	 Training loss: 4.82
Gradient step: 1424 	 Performance: 0.83 	 Training loss: 4.63
Gradient step: 1449 	 Performance: 0.845 	 Training loss: 4.16
Gradient step: 1474 	 Performance: 0.87 	 Training loss: 3.79
Gradient step: 1499 	 Performance: 0.925 	 Training loss: 3.71
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/multidlydmseql/None' created successfully!
Gradient step: 0 	 Performance: 0.055 	 Training loss: 3.01
Gradient step: 24 	 Performance: 0.05 	 Training loss: 31.38
Gradient step: 49 	 Performance: 0.06 	 Training loss: 22.13
Gradient step: 74 	 Performance: 0.085 	 Training loss: 19.17
Gradient step: 99 	 Performance: 0.24 	 Training loss: 16.28
Gradient step: 124 	 Performance: 0.3 	 Training loss: 14.04
Gradient step: 149 	 Performance: 0.355 	 Training loss: 12.04
Gradient step: 174 	 Performance: 0.31 	 Training loss: 10.57
Gradient step: 199 	 Performance: 0.44 	 Training loss: 9.95
Gradient step: 224 	 Performance: 0.515 	 Training loss: 9.34
Gradient step: 249 	 Performance: 0.455 	 Training loss: 9.02
Gradient step: 274 	 Performance: 0.56 	 Training loss: 8.92
Gradient step: 299 	 Performance: 0.48 	 Training loss: 8.59
Gradient step: 324 	 Performance: 0.595 	 Training loss: 8.01
Gradient step: 349 	 Performance: 0.58 	 Training loss: 7.98
Gradient step: 374 	 Performance: 0.58 	 Training loss: 7.86
