Gradient step: 0 	 Performance: 0.07 	 Training loss: 3.80
Gradient step: 24 	 Performance: 0.05 	 Training loss: 31.84
Gradient step: 49 	 Performance: 0.085 	 Training loss: 28.13
Gradient step: 74 	 Performance: 0.08 	 Training loss: 26.81
Gradient step: 99 	 Performance: 0.05 	 Training loss: 24.73
Gradient step: 124 	 Performance: 0.08 	 Training loss: 22.10
Gradient step: 149 	 Performance: 0.06 	 Training loss: 20.56
Gradient step: 174 	 Performance: 0.05 	 Training loss: 19.54
Gradient step: 199 	 Performance: 0.04 	 Training loss: 18.60
Gradient step: 224 	 Performance: 0.045 	 Training loss: 18.11
Gradient step: 249 	 Performance: 0.045 	 Training loss: 17.56
Gradient step: 274 	 Performance: 0.08 	 Training loss: 17.23
Gradient step: 299 	 Performance: 0.075 	 Training loss: 17.03
Gradient step: 324 	 Performance: 0.1 	 Training loss: 16.85
Gradient step: 349 	 Performance: 0.095 	 Training loss: 16.65
Gradient step: 374 	 Performance: 0.035 	 Training loss: 16.54
Gradient step: 399 	 Performance: 0.06 	 Training loss: 16.51
Gradient step: 424 	 Performance: 0.075 	 Training loss: 16.40
Gradient step: 449 	 Performance: 0.035 	 Training loss: 16.29
Gradient step: 474 	 Performance: 0.055 	 Training loss: 16.15
Gradient step: 499 	 Performance: 0.065 	 Training loss: 16.13
Gradient step: 524 	 Performance: 0.11 	 Training loss: 16.09
Gradient step: 549 	 Performance: 0.085 	 Training loss: 15.99
Gradient step: 574 	 Performance: 0.04 	 Training loss: 15.90
Gradient step: 599 	 Performance: 0.08 	 Training loss: 15.82
Gradient step: 624 	 Performance: 0.095 	 Training loss: 15.71
Gradient step: 649 	 Performance: 0.13 	 Training loss: 15.58
Gradient step: 674 	 Performance: 0.055 	 Training loss: 15.36
Gradient step: 699 	 Performance: 0.11 	 Training loss: 15.12
Gradient step: 724 	 Performance: 0.135 	 Training loss: 14.98
Gradient step: 749 	 Performance: 0.215 	 Training loss: 14.48
Gradient step: 774 	 Performance: 0.185 	 Training loss: 13.95
Gradient step: 799 	 Performance: 0.2 	 Training loss: 13.46
Gradient step: 824 	 Performance: 0.195 	 Training loss: 12.84
Gradient step: 849 	 Performance: 0.305 	 Training loss: 12.33
Gradient step: 874 	 Performance: 0.185 	 Training loss: 11.71
Gradient step: 899 	 Performance: 0.235 	 Training loss: 11.16
Gradient step: 924 	 Performance: 0.19 	 Training loss: 10.70
Gradient step: 949 	 Performance: 0.22 	 Training loss: 10.26
Gradient step: 974 	 Performance: 0.21 	 Training loss: 9.87
Gradient step: 999 	 Performance: 0.18 	 Training loss: 9.62
Gradient step: 1024 	 Performance: 0.26 	 Training loss: 9.38
Gradient step: 1049 	 Performance: 0.23 	 Training loss: 9.11
Gradient step: 1074 	 Performance: 0.21 	 Training loss: 8.88
Gradient step: 1099 	 Performance: 0.23 	 Training loss: 8.60
Gradient step: 1124 	 Performance: 0.25 	 Training loss: 8.51
Gradient step: 1149 	 Performance: 0.27 	 Training loss: 8.36
Gradient step: 1174 	 Performance: 0.215 	 Training loss: 8.28
Gradient step: 1199 	 Performance: 0.3 	 Training loss: 8.24
Gradient step: 1224 	 Performance: 0.23 	 Training loss: 8.25
Gradient step: 1249 	 Performance: 0.285 	 Training loss: 8.25
Gradient step: 1274 	 Performance: 0.205 	 Training loss: 8.20
Gradient step: 1299 	 Performance: 0.235 	 Training loss: 8.20
Gradient step: 1324 	 Performance: 0.265 	 Training loss: 8.18
Gradient step: 1349 	 Performance: 0.27 	 Training loss: 8.18
Gradient step: 1374 	 Performance: 0.22 	 Training loss: 8.12
Gradient step: 1399 	 Performance: 0.26 	 Training loss: 8.14
Gradient step: 1424 	 Performance: 0.215 	 Training loss: 8.13
Gradient step: 1449 	 Performance: 0.28 	 Training loss: 8.06
Gradient step: 1474 	 Performance: 0.23 	 Training loss: 8.10
Gradient step: 1499 	 Performance: 0.245 	 Training loss: 8.06
Gradient step: 1524 	 Performance: 0.23 	 Training loss: 8.09
Gradient step: 1549 	 Performance: 0.25 	 Training loss: 8.10
Gradient step: 1574 	 Performance: 0.25 	 Training loss: 8.11
Gradient step: 1599 	 Performance: 0.235 	 Training loss: 8.10
Gradient step: 1624 	 Performance: 0.32 	 Training loss: 8.09
Gradient step: 1649 	 Performance: 0.295 	 Training loss: 8.07
Gradient step: 1674 	 Performance: 0.32 	 Training loss: 8.10
Gradient step: 1699 	 Performance: 0.255 	 Training loss: 8.13
Gradient step: 1724 	 Performance: 0.28 	 Training loss: 8.04
Gradient step: 1749 	 Performance: 0.27 	 Training loss: 8.06
Gradient step: 1774 	 Performance: 0.21 	 Training loss: 8.06
Gradient step: 1799 	 Performance: 0.25 	 Training loss: 8.05
Gradient step: 1824 	 Performance: 0.23 	 Training loss: 8.11
Gradient step: 1849 	 Performance: 0.27 	 Training loss: 8.05
Gradient step: 1874 	 Performance: 0.245 	 Training loss: 8.06
Gradient step: 1899 	 Performance: 0.27 	 Training loss: 8.00
Gradient step: 1924 	 Performance: 0.22 	 Training loss: 8.01
Gradient step: 1949 	 Performance: 0.24 	 Training loss: 8.07
Gradient step: 1974 	 Performance: 0.24 	 Training loss: 8.04
Gradient step: 1999 	 Performance: 0.28 	 Training loss: 8.09
Gradient step: 2024 	 Performance: 0.225 	 Training loss: 8.05
Gradient step: 2049 	 Performance: 0.275 	 Training loss: 8.07
Gradient step: 2074 	 Performance: 0.235 	 Training loss: 8.08
Gradient step: 2099 	 Performance: 0.25 	 Training loss: 8.06
Gradient step: 2124 	 Performance: 0.27 	 Training loss: 8.03
Gradient step: 2149 	 Performance: 0.245 	 Training loss: 8.04
Gradient step: 2174 	 Performance: 0.28 	 Training loss: 8.08
Gradient step: 2199 	 Performance: 0.265 	 Training loss: 8.04
Gradient step: 2224 	 Performance: 0.295 	 Training loss: 8.15
