Gradient step: 0 	 Performance: 0.035 	 Training loss: 3.08
Gradient step: 24 	 Performance: 0.07 	 Training loss: 39.42
Gradient step: 49 	 Performance: 0.045 	 Training loss: 11.44
Gradient step: 74 	 Performance: 0.14 	 Training loss: 8.11
Gradient step: 99 	 Performance: 0.265 	 Training loss: 5.98
Gradient step: 124 	 Performance: 0.415 	 Training loss: 5.10
Gradient step: 149 	 Performance: 0.54 	 Training loss: 4.24
Gradient step: 174 	 Performance: 0.56 	 Training loss: 3.90
Gradient step: 199 	 Performance: 0.72 	 Training loss: 3.15
Gradient step: 224 	 Performance: 0.77 	 Training loss: 2.64
Gradient step: 249 	 Performance: 0.765 	 Training loss: 2.24
Gradient step: 274 	 Performance: 0.715 	 Training loss: 1.94
Gradient step: 299 	 Performance: 0.86 	 Training loss: 1.72
Gradient step: 324 	 Performance: 0.85 	 Training loss: 1.63
Gradient step: 349 	 Performance: 0.825 	 Training loss: 1.49
Gradient step: 374 	 Performance: 0.86 	 Training loss: 1.39
Gradient step: 399 	 Performance: 0.855 	 Training loss: 1.37
Gradient step: 424 	 Performance: 0.83 	 Training loss: 1.26
Gradient step: 449 	 Performance: 0.885 	 Training loss: 1.25
Gradient step: 474 	 Performance: 0.85 	 Training loss: 1.17
Gradient step: 499 	 Performance: 0.815 	 Training loss: 1.07
Gradient step: 524 	 Performance: 0.86 	 Training loss: 1.10
Gradient step: 549 	 Performance: 0.865 	 Training loss: 1.08
Gradient step: 574 	 Performance: 0.855 	 Training loss: 1.05
Gradient step: 599 	 Performance: 0.835 	 Training loss: 0.97
Gradient step: 624 	 Performance: 0.855 	 Training loss: 0.96
Gradient step: 649 	 Performance: 0.805 	 Training loss: 0.98
Gradient step: 674 	 Performance: 0.85 	 Training loss: 1.03
Gradient step: 699 	 Performance: 0.85 	 Training loss: 0.94
Gradient step: 724 	 Performance: 0.82 	 Training loss: 0.89
Gradient step: 749 	 Performance: 0.805 	 Training loss: 0.80
Gradient step: 774 	 Performance: 0.875 	 Training loss: 0.81
Gradient step: 799 	 Performance: 0.855 	 Training loss: 0.76
Gradient step: 824 	 Performance: 0.84 	 Training loss: 0.82
Gradient step: 849 	 Performance: 0.87 	 Training loss: 0.75
Gradient step: 874 	 Performance: 0.895 	 Training loss: 0.77
Gradient step: 899 	 Performance: 0.88 	 Training loss: 0.77
Gradient step: 924 	 Performance: 0.885 	 Training loss: 0.78
Gradient step: 949 	 Performance: 0.865 	 Training loss: 0.76
Gradient step: 974 	 Performance: 0.885 	 Training loss: 0.75
Gradient step: 999 	 Performance: 0.875 	 Training loss: 0.75
Gradient step: 1024 	 Performance: 0.875 	 Training loss: 0.75
Gradient step: 1049 	 Performance: 0.875 	 Training loss: 0.77
Gradient step: 1074 	 Performance: 0.865 	 Training loss: 0.78
Gradient step: 1099 	 Performance: 0.88 	 Training loss: 0.73
Gradient step: 1124 	 Performance: 0.87 	 Training loss: 0.74
Gradient step: 1149 	 Performance: 0.9 	 Training loss: 0.76
Folder '/om2/user/leokoz8/code/rnns-of-rnns/models/None/multidlydmintl/None' already exists!
Gradient step: 0 	 Performance: 0.05 	 Training loss: 3.06
Gradient step: 24 	 Performance: 0.08 	 Training loss: 54.48
Gradient step: 49 	 Performance: 0.045 	 Training loss: 14.41
Gradient step: 74 	 Performance: 0.07 	 Training loss: 10.78
Gradient step: 99 	 Performance: 0.12 	 Training loss: 8.61
